sample_order,sector,ticker,company_name,CIK,filing_position,form,filing_date,accession_number,sec_locator,classification,signal_strength,temporal_state,affected_actor,origin_status,evidence_summary,specificity,novelty,persistence,commercial_explicitness,scorer_confidence
40,consumer_staples,PM,Philip Morris International,0001413329,F4,10-Q,2020-07-29,0001413329-20-000053,https://www.sec.gov/Archives/edgar/data/1413329/0001413329-20-000053.txt,SP002,Strong,IMPLEMENTATION,Adult nicotine consumers,Company-originated commercial model,Protecting margins through price increases and favorable pricing variance are explicit at F1 and remain a persistent established yield mechanism through F5.,High,Pre-existing,Persistent,High,High
40,consumer_staples,PM,Philip Morris International,0001413329,F5,10-Q,2020-10-27,0001413329-20-000062,https://www.sec.gov/Archives/edgar/data/1413329/0001413329-20-000062.txt,SP002,Strong,IMPLEMENTATION,Adult nicotine consumers,Company-originated commercial model,Protecting margins through price increases and favorable pricing variance are explicit at F1 and remain a persistent established yield mechanism through F5.,High,Pre-existing,Persistent,High,High
41,consumer_staples,EL,Estée Lauder Companies (The),0001001250,F1,10-Q,2019-10-31,0001104659-19-058209,https://www.sec.gov/Archives/edgar/data/1001250/0001104659-19-058209.txt,SP004,Strong,IMPLEMENTATION,Beauty consumers,Company-originated commercial model,The company states from F1 that it introduces products at higher prices and increases prices to offset cost increases; materially the same cost-transfer language persists through F5.,High,Pre-existing,Persistent,High,High
41,consumer_staples,EL,Estée Lauder Companies (The),0001001250,F2,10-Q,2020-02-06,0001104659-20-011857,https://www.sec.gov/Archives/edgar/data/1001250/0001104659-20-011857.txt,SP004,Strong,IMPLEMENTATION,Beauty consumers,Company-originated commercial model,The company states from F1 that it introduces products at higher prices and increases prices to offset cost increases; materially the same cost-transfer language persists through F5.,High,Pre-existing,Persistent,High,High
41,consumer_staples,EL,Estée Lauder Companies (The),0001001250,F3,10-Q,2020-05-01,0001001250-20-000033,https://www.sec.gov/Archives/edgar/data/1001250/0001001250-20-000033.txt,SP004,Strong,IMPLEMENTATION,Beauty consumers,Company-originated commercial model,The company states from F1 that it introduces products at higher prices and increases prices to offset cost increases; materially the same cost-transfer language persists through F5.,High,Pre-existing,Persistent,High,High
41,consumer_staples,EL,Estée Lauder Companies (The),0001001250,F4,10-K,2020-08-28,0001001250-20-000065,https://www.sec.gov/Archives/edgar/data/1001250/0001001250-20-000065.txt,SP004,Strong,IMPLEMENTATION,Beauty consumers,Company-originated commercial model,The company states from F1 that it introduces products at higher prices and increases prices to offset cost increases; materially the same cost-transfer language persists through F5.,High,Pre-existing,Persistent,High,High
41,consumer_staples,EL,Estée Lauder Companies (The),0001001250,F5,10-Q,2020-11-02,0001001250-20-000107,https://www.sec.gov/Archives/edgar/data/1001250/0001001250-20-000107.txt,SP004,Strong,IMPLEMENTATION,Beauty consumers,Company-originated commercial model,The company states from F1 that it introduces products at higher prices and increases prices to offset cost increases; materially the same cost-transfer language persists through F5.,High,Pre-existing,Persistent,High,High
42,consumer_staples,STZ,Constellation Brands,0000016918,F1,10-Q,2019-10-03,0000016918-19-000100,https://www.sec.gov/Archives/edgar/data/16918/0000016918-19-000100.txt,SP002,Strong,IMPLEMENTATION,Beer/wine/spirits consumers,Company-originated commercial model,"Premiumization, higher-end Power Brand concentration and favorable pricing are explicit at F1 and repeated at F5; strong but static existing-customer yield strategy.",High,Pre-existing,Persistent,High,High
42,consumer_staples,STZ,Constellation Brands,0000016918,F2,10-Q,2020-01-08,0000016918-20-000007,https://www.sec.gov/Archives/edgar/data/16918/0000016918-20-000007.txt,SP002,Strong,IMPLEMENTATION,Beer/wine/spirits consumers,Company-originated commercial model,"Premiumization, higher-end Power Brand concentration and favorable pricing are explicit at F1 and repeated at F5; strong but static existing-customer yield strategy.",High,Pre-existing,Persistent,High,High
42,consumer_staples,STZ,Constellation Brands,0000016918,F3,10-K,2020-04-21,0000016918-20-000078,https://www.sec.gov/Archives/edgar/data/16918/0000016918-20-000078.txt,SP002,Strong,IMPLEMENTATION,Beer/wine/spirits consumers,Company-originated commercial model,"Premiumization, higher-end Power Brand concentration and favorable pricing are explicit at F1 and repeated at F5; strong but static existing-customer yield strategy.",High,Pre-existing,Persistent,High,High
42,consumer_staples,STZ,Constellation Brands,0000016918,F4,10-Q,2020-07-01,0000016918-20-000173,https://www.sec.gov/Archives/edgar/data/16918/0000016918-20-000173.txt,SP002,Strong,IMPLEMENTATION,Beer/wine/spirits consumers,Company-originated commercial model,"Premiumization, higher-end Power Brand concentration and favorable pricing are explicit at F1 and repeated at F5; strong but static existing-customer yield strategy.",High,Pre-existing,Persistent,High,High
42,consumer_staples,STZ,Constellation Brands,0000016918,F5,10-Q,2020-10-01,0000016918-20-000237,https://www.sec.gov/Archives/edgar/data/16918/0000016918-20-000237.txt,SP002,Strong,IMPLEMENTATION,Beer/wine/spirits consumers,Company-originated commercial model,"Premiumization, higher-end Power Brand concentration and favorable pricing are explicit at F1 and repeated at F5; strong but static existing-customer yield strategy.",High,Pre-existing,Persistent,High,High
43,consumer_staples,LW,Lamb Weston,0001679273,F1,10-Q,2019-10-02,0001558370-19-008763,https://www.sec.gov/Archives/edgar/data/1679273/0001558370-19-008763.txt,SP002,Strong,IMPLEMENTATION,Foodservice/retail customers,Company-originated commercial model,Pricing actions and favorable price/mix are operating drivers at F1 and remain higher-price/mix drivers at F5 without a new mechanism.,High,Pre-existing,Persistent,High,High
43,consumer_staples,LW,Lamb Weston,0001679273,F2,10-Q,2020-01-03,0001558370-20-000031,https://www.sec.gov/Archives/edgar/data/1679273/0001558370-20-000031.txt,SP002,Strong,IMPLEMENTATION,Foodservice/retail customers,Company-originated commercial model,Pricing actions and favorable price/mix are operating drivers at F1 and remain higher-price/mix drivers at F5 without a new mechanism.,High,Pre-existing,Persistent,High,High
43,consumer_staples,LW,Lamb Weston,0001679273,F3,10-Q,2020-04-01,0001558370-20-003511,https://www.sec.gov/Archives/edgar/data/1679273/0001558370-20-003511.txt,SP002,Strong,IMPLEMENTATION,Foodservice/retail customers,Company-originated commercial model,Pricing actions and favorable price/mix are operating drivers at F1 and remain higher-price/mix drivers at F5 without a new mechanism.,High,Pre-existing,Persistent,High,High
43,consumer_staples,LW,Lamb Weston,0001679273,F4,10-K,2020-07-28,0001558370-20-008501,https://www.sec.gov/Archives/edgar/data/1679273/0001558370-20-008501.txt,SP002,Strong,IMPLEMENTATION,Foodservice/retail customers,Company-originated commercial model,Pricing actions and favorable price/mix are operating drivers at F1 and remain higher-price/mix drivers at F5 without a new mechanism.,High,Pre-existing,Persistent,High,High
43,consumer_staples,LW,Lamb Weston,0001679273,F5,10-Q,2020-10-07,0001558370-20-011400,https://www.sec.gov/Archives/edgar/data/1679273/0001558370-20-011400.txt,SP002,Strong,IMPLEMENTATION,Foodservice/retail customers,Company-originated commercial model,Pricing actions and favorable price/mix are operating drivers at F1 and remain higher-price/mix drivers at F5 without a new mechanism.,High,Pre-existing,Persistent,High,High
44,consumer_staples,TSN,Tyson Foods,0000100493,F1,10-K,2019-11-12,0000100493-19-000118,https://www.sec.gov/Archives/edgar/data/100493/0000100493-19-000118.txt,SP004,Very Strong,IMPLEMENTATION,Foodservice/retail customers,Company-originated commercial model,F1 explicitly states the objective to offset commodity increases with pricing and recover higher operating/labor costs through pricing; later filings show pass-through of raw-material/livestock costs. The mechanism is already fully explicit at F1.,High,Pre-existing,Persistent,High,High
44,consumer_staples,TSN,Tyson Foods,0000100493,F2,10-Q,2020-02-06,0000100493-20-000016,https://www.sec.gov/Archives/edgar/data/100493/0000100493-20-000016.txt,SP004,Very Strong,IMPLEMENTATION,Foodservice/retail customers,Company-originated commercial model,F1 explicitly states the objective to offset commodity increases with pricing and recover higher operating/labor costs through pricing; later filings show pass-through of raw-material/livestock costs. The mechanism is already fully explicit at F1.,High,Pre-existing,Persistent,High,High
44,consumer_staples,TSN,Tyson Foods,0000100493,F3,10-Q,2020-05-04,0000100493-20-000074,https://www.sec.gov/Archives/edgar/data/100493/0000100493-20-000074.txt,SP004,Very Strong,IMPLEMENTATION,Foodservice/retail customers,Company-originated commercial model,F1 explicitly states the objective to offset commodity increases with pricing and recover higher operating/labor costs through pricing; later filings show pass-through of raw-material/livestock costs. The mechanism is already fully explicit at F1.,High,Pre-existing,Persistent,High,High
44,consumer_staples,TSN,Tyson Foods,0000100493,F4,10-Q,2020-08-03,0000100493-20-000103,https://www.sec.gov/Archives/edgar/data/100493/0000100493-20-000103.txt,SP004,Very Strong,IMPLEMENTATION,Foodservice/retail customers,Company-originated commercial model,F1 explicitly states the objective to offset commodity increases with pricing and recover higher operating/labor costs through pricing; later filings show pass-through of raw-material/livestock costs. The mechanism is already fully explicit at F1.,High,Pre-existing,Persistent,High,High
44,consumer_staples,TSN,Tyson Foods,0000100493,F5,10-K,2020-11-16,0000100493-20-000132,https://www.sec.gov/Archives/edgar/data/100493/0000100493-20-000132.txt,SP004,Very Strong,IMPLEMENTATION,Foodservice/retail customers,Company-originated commercial model,F1 explicitly states the objective to offset commodity increases with pricing and recover higher operating/labor costs through pricing; later filings show pass-through of raw-material/livestock costs. The mechanism is already fully explicit at F1.,High,Pre-existing,Persistent,High,High
45,consumer_staples,CLX,Clorox,0000021076,F1,10-Q,2019-10-31,0000021076-19-000016,https://www.sec.gov/Archives/edgar/data/21076/0000021076-19-000016.txt,SP002,Strong,IMPLEMENTATION,Retail consumers,Company-originated commercial model,"Pricing actions and actual price increases already contribute to sales and earnings at F1; F5 continues to define price/mix as company pricing actions, so intensity is high but static.",High,Pre-existing,Persistent,High,High
45,consumer_staples,CLX,Clorox,0000021076,F2,10-Q,2020-02-04,0000021076-20-000004,https://www.sec.gov/Archives/edgar/data/21076/0000021076-20-000004.txt,SP002,Strong,IMPLEMENTATION,Retail consumers,Company-originated commercial model,"Pricing actions and actual price increases already contribute to sales and earnings at F1; F5 continues to define price/mix as company pricing actions, so intensity is high but static.",High,Pre-existing,Persistent,High,High
45,consumer_staples,CLX,Clorox,0000021076,F3,10-Q,2020-05-01,0000021076-20-000008,https://www.sec.gov/Archives/edgar/data/21076/0000021076-20-000008.txt,SP002,Strong,IMPLEMENTATION,Retail consumers,Company-originated commercial model,"Pricing actions and actual price increases already contribute to sales and earnings at F1; F5 continues to define price/mix as company pricing actions, so intensity is high but static.",High,Pre-existing,Persistent,High,High
45,consumer_staples,CLX,Clorox,0000021076,F4,10-K,2020-08-13,0000021076-20-000016,https://www.sec.gov/Archives/edgar/data/21076/0000021076-20-000016.txt,SP002,Strong,IMPLEMENTATION,Retail consumers,Company-originated commercial model,"Pricing actions and actual price increases already contribute to sales and earnings at F1; F5 continues to define price/mix as company pricing actions, so intensity is high but static.",High,Pre-existing,Persistent,High,High
45,consumer_staples,CLX,Clorox,0000021076,F5,10-Q,2020-11-02,0000021076-20-000021,https://www.sec.gov/Archives/edgar/data/21076/0000021076-20-000021.txt,SP002,Strong,IMPLEMENTATION,Retail consumers,Company-originated commercial model,"Pricing actions and actual price increases already contribute to sales and earnings at F1; F5 continues to define price/mix as company pricing actions, so intensity is high but static.",High,Pre-existing,Persistent,High,High
46,consumer_staples,PEP,PepsiCo,0000077476,F1,10-Q,2019-10-03,0000077476-19-000093,https://www.sec.gov/Archives/edgar/data/77476/0000077476-19-000093.txt,SP002,Moderate,IMPLEMENTATION,Retail consumers,Company-originated commercial model,"Pricing and promotional effectiveness are present as established revenue-management levers, but the frozen F5 evidence does not rise to a sufficiently specific Strong customer-economic action.",Moderate,Pre-existing,Persistent,Moderate,Moderate
46,consumer_staples,PEP,PepsiCo,0000077476,F2,10-K,2020-02-13,0000077476-20-000015,https://www.sec.gov/Archives/edgar/data/77476/0000077476-20-000015.txt,SP002,Moderate,IMPLEMENTATION,Retail consumers,Company-originated commercial model,"Pricing and promotional effectiveness are present as established revenue-management levers, but the frozen F5 evidence does not rise to a sufficiently specific Strong customer-economic action.",Moderate,Pre-existing,Persistent,Moderate,Moderate
46,consumer_staples,PEP,PepsiCo,0000077476,F3,10-Q,2020-04-28,0000077476-20-000041,https://www.sec.gov/Archives/edgar/data/77476/0000077476-20-000041.txt,SP002,Moderate,IMPLEMENTATION,Retail consumers,Company-originated commercial model,"Pricing and promotional effectiveness are present as established revenue-management levers, but the frozen F5 evidence does not rise to a sufficiently specific Strong customer-economic action.",Moderate,Pre-existing,Persistent,Moderate,Moderate
46,consumer_staples,PEP,PepsiCo,0000077476,F4,10-Q,2020-07-13,0000077476-20-000060,https://www.sec.gov/Archives/edgar/data/77476/0000077476-20-000060.txt,SP002,Moderate,IMPLEMENTATION,Retail consumers,Company-originated commercial model,"Pricing and promotional effectiveness are present as established revenue-management levers, but the frozen F5 evidence does not rise to a sufficiently specific Strong customer-economic action.",Moderate,Pre-existing,Persistent,Moderate,Moderate
46,consumer_staples,PEP,PepsiCo,0000077476,F5,10-Q,2020-10-01,0000077476-20-000068,https://www.sec.gov/Archives/edgar/data/77476/0000077476-20-000068.txt,SP002,Moderate,IMPLEMENTATION,Retail consumers,Company-originated commercial model,"Pricing and promotional effectiveness are present as established revenue-management levers, but the frozen F5 evidence does not rise to a sufficiently specific Strong customer-economic action.",Moderate,Pre-existing,Persistent,Moderate,Moderate
47,consumer_staples,ADM,Archer Daniels Midland,0000007084,F1,10-Q,2019-10-31,0000007084-19-000034,https://www.sec.gov/Archives/edgar/data/7084/0000007084-19-000034.txt,No Signal,N/A,N/A,N/A,N/A,Commodity and freight prices primarily reflect market/contract mechanics rather than a company-originated qualifying customer-yield or cost-transfer action.,N/A,None,None,N/A,High
47,consumer_staples,ADM,Archer Daniels Midland,0000007084,F2,10-K,2020-02-18,0000007084-20-000009,https://www.sec.gov/Archives/edgar/data/7084/0000007084-20-000009.txt,No Signal,N/A,N/A,N/A,N/A,Commodity and freight prices primarily reflect market/contract mechanics rather than a company-originated qualifying customer-yield or cost-transfer action.,N/A,None,None,N/A,High
47,consumer_staples,ADM,Archer Daniels Midland,0000007084,F3,10-Q,2020-05-01,0000007084-20-000015,https://www.sec.gov/Archives/edgar/data/7084/0000007084-20-000015.txt,No Signal,N/A,N/A,N/A,N/A,Commodity and freight prices primarily reflect market/contract mechanics rather than a company-originated qualifying customer-yield or cost-transfer action.,N/A,None,None,N/A,High
47,consumer_staples,ADM,Archer Daniels Midland,0000007084,F4,10-Q,2020-07-30,0000007084-20-000025,https://www.sec.gov/Archives/edgar/data/7084/0000007084-20-000025.txt,No Signal,N/A,N/A,N/A,N/A,Commodity and freight prices primarily reflect market/contract mechanics rather than a company-originated qualifying customer-yield or cost-transfer action.,N/A,None,None,N/A,High
47,consumer_staples,ADM,Archer Daniels Midland,0000007084,F5,10-Q,2020-10-30,0000007084-20-000038,https://www.sec.gov/Archives/edgar/data/7084/0000007084-20-000038.txt,No Signal,N/A,N/A,N/A,N/A,Commodity and freight prices primarily reflect market/contract mechanics rather than a company-originated qualifying customer-yield or cost-transfer action.,N/A,None,None,N/A,High
48,consumer_staples,KO,Coca-Cola Company (The),0000021344,F1,10-Q,2019-10-24,0000021344-19-000042,https://www.sec.gov/Archives/edgar/data/21344/0000021344-19-000042.txt,SP002,Strong,IMPLEMENTATION,Bottlers/retail consumers,Company-originated commercial model,Revenue-growth management and favorable price mix are explicit at F1; F5 expressly defines pricing actions by the company/bottlers as a price-mix driver. The mechanism is persistent rather than newly accelerating.,High,Pre-existing,Persistent,High,High
48,consumer_staples,KO,Coca-Cola Company (The),0000021344,F2,10-K,2020-02-24,0000021344-20-000006,https://www.sec.gov/Archives/edgar/data/21344/0000021344-20-000006.txt,SP002,Strong,IMPLEMENTATION,Bottlers/retail consumers,Company-originated commercial model,Revenue-growth management and favorable price mix are explicit at F1; F5 expressly defines pricing actions by the company/bottlers as a price-mix driver. The mechanism is persistent rather than newly accelerating.,High,Pre-existing,Persistent,High,High
48,consumer_staples,KO,Coca-Cola Company (The),0000021344,F3,10-Q,2020-04-24,0000021344-20-000014,https://www.sec.gov/Archives/edgar/data/21344/0000021344-20-000014.txt,SP002,Strong,IMPLEMENTATION,Bottlers/retail consumers,Company-originated commercial model,Revenue-growth management and favorable price mix are explicit at F1; F5 expressly defines pricing actions by the company/bottlers as a price-mix driver. The mechanism is persistent rather than newly accelerating.,High,Pre-existing,Persistent,High,High
48,consumer_staples,KO,Coca-Cola Company (The),0000021344,F4,10-Q,2020-07-22,0000021344-20-000041,https://www.sec.gov/Archives/edgar/data/21344/0000021344-20-000041.txt,SP002,Strong,IMPLEMENTATION,Bottlers/retail consumers,Company-originated commercial model,Revenue-growth management and favorable price mix are explicit at F1; F5 expressly defines pricing actions by the company/bottlers as a price-mix driver. The mechanism is persistent rather than newly accelerating.,High,Pre-existing,Persistent,High,High
48,consumer_staples,KO,Coca-Cola Company (The),0000021344,F5,10-Q,2020-10-22,0000021344-20-000046,https://www.sec.gov/Archives/edgar/data/21344/0000021344-20-000046.txt,SP002,Strong,IMPLEMENTATION,Bottlers/retail consumers,Company-originated commercial model,Revenue-growth management and favorable price mix are explicit at F1; F5 expressly defines pricing actions by the company/bottlers as a price-mix driver. The mechanism is persistent rather than newly accelerating.,High,Pre-existing,Persistent,High,High
49,consumer_staples,TAP,Molson Coors Beverage Company,0000024545,F1,10-Q,2019-10-30,0000024545-19-000036,https://www.sec.gov/Archives/edgar/data/24545/0000024545-19-000036.txt,No Signal,N/A,N/A,N/A,N/A,"Cost inflation and premium-product demand are discussed, but the frozen evidence does not establish a concrete company customer-transfer or yield action at F5.",N/A,None,None,N/A,High
49,consumer_staples,TAP,Molson Coors Beverage Company,0000024545,F2,10-K,2020-02-12,0000024545-20-000005,https://www.sec.gov/Archives/edgar/data/24545/0000024545-20-000005.txt,No Signal,N/A,N/A,N/A,N/A,"Cost inflation and premium-product demand are discussed, but the frozen evidence does not establish a concrete company customer-transfer or yield action at F5.",N/A,None,None,N/A,High
