sample_order,sector,sector_rank,ticker,company_name,CIK,filing_position,form,filing_date,accession_number,sec_locator,verification_status,verification_note,classification,signal_strength,temporal_state,affected_actor,origin_status,evidence_summary
159,information_technology,3,KLAC,KLA Corporation,0000319201,F5,10-Q,2020-10-30,0000319201-20-000057,https://www.sec.gov/Archives/edgar/data/319201/0000319201-20-000057.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Installed-base service customers,Company-originated commercial model,"Maintenance/support renewals generate recurring service revenue, but no Strong new yield mechanism or acceleration is present."
160,information_technology,4,NLOK,NortonLifeLock,0000849399,F1,10-Q,2019-11-08,0000849399-19-000016,https://www.sec.gov/Archives/edgar/data/849399/0000849399-19-000016.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Direct consumer subscribers,Company-originated commercial model,"ARPU and retention are explicitly monitored to understand monetization and renewals, but the filings do not identify a Strong new mechanism."
160,information_technology,4,NLOK,NortonLifeLock,0000849399,F2,10-Q,2020-02-07,0000849399-20-000002,https://www.sec.gov/Archives/edgar/data/849399/0000849399-20-000002.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Direct consumer subscribers,Company-originated commercial model,"ARPU and retention are explicitly monitored to understand monetization and renewals, but the filings do not identify a Strong new mechanism."
160,information_technology,4,NLOK,NortonLifeLock,0000849399,F3,10-K,2020-05-28,0000849399-20-000004,https://www.sec.gov/Archives/edgar/data/849399/0000849399-20-000004.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Direct consumer subscribers,Company-originated commercial model,"ARPU and retention are explicitly monitored to understand monetization and renewals, but the filings do not identify a Strong new mechanism."
160,information_technology,4,NLOK,NortonLifeLock,0000849399,F4,10-Q,2020-08-06,0000849399-20-000007,https://www.sec.gov/Archives/edgar/data/849399/0000849399-20-000007.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Direct consumer subscribers,Company-originated commercial model,"ARPU and retention are explicitly monitored to understand monetization and renewals, but the filings do not identify a Strong new mechanism."
160,information_technology,4,NLOK,NortonLifeLock,0000849399,F5,10-Q,2020-11-06,0000849399-20-000011,https://www.sec.gov/Archives/edgar/data/849399/0000849399-20-000011.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Direct consumer subscribers,Company-originated commercial model,"ARPU and retention are explicitly monitored to understand monetization and renewals, but the filings do not identify a Strong new mechanism."
161,information_technology,5,NVDA,Nvidia,0001045810,F1,10-Q,2019-11-14,0001045810-19-000170,https://www.sec.gov/Archives/edgar/data/1045810/0001045810-19-000170.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,License/support accounting is not a qualifying customer-economic action.
161,information_technology,5,NVDA,Nvidia,0001045810,F2,10-K,2020-02-20,0001045810-20-000010,https://www.sec.gov/Archives/edgar/data/1045810/0001045810-20-000010.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,License/support accounting is not a qualifying customer-economic action.
161,information_technology,5,NVDA,Nvidia,0001045810,F3,10-Q,2020-05-21,0001045810-20-000065,https://www.sec.gov/Archives/edgar/data/1045810/0001045810-20-000065.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,License/support accounting is not a qualifying customer-economic action.
161,information_technology,5,NVDA,Nvidia,0001045810,F4,10-Q,2020-08-19,0001045810-20-000147,https://www.sec.gov/Archives/edgar/data/1045810/0001045810-20-000147.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,License/support accounting is not a qualifying customer-economic action.
161,information_technology,5,NVDA,Nvidia,0001045810,F5,10-Q,2020-11-18,0001045810-20-000189,https://www.sec.gov/Archives/edgar/data/1045810/0001045810-20-000189.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,License/support accounting is not a qualifying customer-economic action.
162,information_technology,6,XLNX,Xilinx,0000743988,F1,10-Q,2019-10-25,0000743988-19-000038,https://www.sec.gov/Archives/edgar/data/743988/0000743988-19-000038.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Licensing and piracy references do not show entitlement monetization or yield action.
162,information_technology,6,XLNX,Xilinx,0000743988,F2,10-Q,2020-01-28,0000743988-20-000009,https://www.sec.gov/Archives/edgar/data/743988/0000743988-20-000009.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Licensing and piracy references do not show entitlement monetization or yield action.
162,information_technology,6,XLNX,Xilinx,0000743988,F3,10-K,2020-05-08,0000743988-20-000020,https://www.sec.gov/Archives/edgar/data/743988/0000743988-20-000020.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Licensing and piracy references do not show entitlement monetization or yield action.
162,information_technology,6,XLNX,Xilinx,0000743988,F4,10-Q,2020-07-31,0000743988-20-000040,https://www.sec.gov/Archives/edgar/data/743988/0000743988-20-000040.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Licensing and piracy references do not show entitlement monetization or yield action.
162,information_technology,6,XLNX,Xilinx,0000743988,F5,10-Q,2020-10-22,0000743988-20-000051,https://www.sec.gov/Archives/edgar/data/743988/0000743988-20-000051.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Licensing and piracy references do not show entitlement monetization or yield action.
163,information_technology,7,SWKS,Skyworks Solutions,0000004127,F1,10-K,2019-11-14,0000004127-19-000049,https://www.sec.gov/Archives/edgar/data/4127/0000004127-19-000049.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Unauthorized-use language concerns protection of company IP rather than monetizing unentitled customer access.
163,information_technology,7,SWKS,Skyworks Solutions,0000004127,F2,10-Q,2020-01-24,0000004127-20-000007,https://www.sec.gov/Archives/edgar/data/4127/0000004127-20-000007.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Unauthorized-use language concerns protection of company IP rather than monetizing unentitled customer access.
163,information_technology,7,SWKS,Skyworks Solutions,0000004127,F3,10-Q,2020-05-05,0000004127-20-000027,https://www.sec.gov/Archives/edgar/data/4127/0000004127-20-000027.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Unauthorized-use language concerns protection of company IP rather than monetizing unentitled customer access.
163,information_technology,7,SWKS,Skyworks Solutions,0000004127,F4,10-Q,2020-07-24,0000004127-20-000046,https://www.sec.gov/Archives/edgar/data/4127/0000004127-20-000046.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Unauthorized-use language concerns protection of company IP rather than monetizing unentitled customer access.
163,information_technology,7,SWKS,Skyworks Solutions,0000004127,F5,10-K,2020-11-17,0000004127-20-000058,https://www.sec.gov/Archives/edgar/data/4127/0000004127-20-000058.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Unauthorized-use language concerns protection of company IP rather than monetizing unentitled customer access.
164,information_technology,8,CTXS,Citrix,0000877890,F1,10-Q,2019-11-01,0000877890-19-000279,https://www.sec.gov/Archives/edgar/data/877890/0000877890-19-000279.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP003,Very Strong,IMPLEMENTATION,Workspace/Networking customers,Company-originated commercial model,"Subscription transition becomes materially more explicit: customers shift away from perpetual offerings, subscription ARR accelerates, and new perpetual Workspace licenses are planned to end; strong architecture migration."
164,information_technology,8,CTXS,Citrix,0000877890,F2,10-K,2020-02-14,0000877890-20-000051,https://www.sec.gov/Archives/edgar/data/877890/0000877890-20-000051.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP003,Very Strong,IMPLEMENTATION,Workspace/Networking customers,Company-originated commercial model,"Subscription transition becomes materially more explicit: customers shift away from perpetual offerings, subscription ARR accelerates, and new perpetual Workspace licenses are planned to end; strong architecture migration."
164,information_technology,8,CTXS,Citrix,0000877890,F3,10-Q,2020-05-05,0000877890-20-000155,https://www.sec.gov/Archives/edgar/data/877890/0000877890-20-000155.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP003,Very Strong,IMPLEMENTATION,Workspace/Networking customers,Company-originated commercial model,"Subscription transition becomes materially more explicit: customers shift away from perpetual offerings, subscription ARR accelerates, and new perpetual Workspace licenses are planned to end; strong architecture migration."
164,information_technology,8,CTXS,Citrix,0000877890,F4,10-Q,2020-07-31,0000877890-20-000247,https://www.sec.gov/Archives/edgar/data/877890/0000877890-20-000247.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP003,Very Strong,IMPLEMENTATION,Workspace/Networking customers,Company-originated commercial model,"Subscription transition becomes materially more explicit: customers shift away from perpetual offerings, subscription ARR accelerates, and new perpetual Workspace licenses are planned to end; strong architecture migration."
164,information_technology,8,CTXS,Citrix,0000877890,F5,10-Q,2020-10-30,0000877890-20-000316,https://www.sec.gov/Archives/edgar/data/877890/0000877890-20-000316.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP003,Very Strong,IMPLEMENTATION,Workspace/Networking customers,Company-originated commercial model,"Subscription transition becomes materially more explicit: customers shift away from perpetual offerings, subscription ARR accelerates, and new perpetual Workspace licenses are planned to end; strong architecture migration."
165,information_technology,9,TDY,Teledyne Technologies,0001094285,F1,10-Q,2019-10-28,0001094285-19-000162,https://www.sec.gov/Archives/edgar/data/1094285/0001094285-19-000162.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer-economic mechanism.
165,information_technology,9,TDY,Teledyne Technologies,0001094285,F2,10-K,2020-02-24,0001094285-20-000045,https://www.sec.gov/Archives/edgar/data/1094285/0001094285-20-000045.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer-economic mechanism.
165,information_technology,9,TDY,Teledyne Technologies,0001094285,F3,10-Q,2020-04-22,0001094285-20-000068,https://www.sec.gov/Archives/edgar/data/1094285/0001094285-20-000068.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer-economic mechanism.
165,information_technology,9,TDY,Teledyne Technologies,0001094285,F4,10-Q,2020-07-23,0001094285-20-000139,https://www.sec.gov/Archives/edgar/data/1094285/0001094285-20-000139.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer-economic mechanism.
165,information_technology,9,TDY,Teledyne Technologies,0001094285,F5,10-Q,2020-10-22,0001094285-20-000163,https://www.sec.gov/Archives/edgar/data/1094285/0001094285-20-000163.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer-economic mechanism.
166,information_technology,10,AKAM,Akamai Technologies,0001086222,F1,10-Q,2019-11-08,0001086222-19-000241,https://www.sec.gov/Archives/edgar/data/1086222/0001086222-19-000241.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Open-source/IP license language is non-qualifying.
166,information_technology,10,AKAM,Akamai Technologies,0001086222,F2,10-K,2020-02-28,0001086222-20-000045,https://www.sec.gov/Archives/edgar/data/1086222/0001086222-20-000045.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Open-source/IP license language is non-qualifying.
166,information_technology,10,AKAM,Akamai Technologies,0001086222,F3,10-Q,2020-05-08,0001086222-20-000103,https://www.sec.gov/Archives/edgar/data/1086222/0001086222-20-000103.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Open-source/IP license language is non-qualifying.
166,information_technology,10,AKAM,Akamai Technologies,0001086222,F4,10-Q,2020-08-07,0001086222-20-000198,https://www.sec.gov/Archives/edgar/data/1086222/0001086222-20-000198.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Open-source/IP license language is non-qualifying.
166,information_technology,10,AKAM,Akamai Technologies,0001086222,F5,10-Q,2020-11-06,0001086222-20-000220,https://www.sec.gov/Archives/edgar/data/1086222/0001086222-20-000220.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Open-source/IP license language is non-qualifying.
167,information_technology,11,INTU,Intuit,0000896878,F1,10-Q,2019-11-21,0000896878-19-000174,https://www.sec.gov/Archives/edgar/data/896878/0000896878-19-000174.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,QuickBooks desktop customers,Company-originated commercial model,"Desktop subscriptions, memberships and related paid services are established recurring monetization, but no Strong new yield mechanism emerges."
167,information_technology,11,INTU,Intuit,0000896878,F2,10-Q,2020-02-24,0000896878-20-000027,https://www.sec.gov/Archives/edgar/data/896878/0000896878-20-000027.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,QuickBooks desktop customers,Company-originated commercial model,"Desktop subscriptions, memberships and related paid services are established recurring monetization, but no Strong new yield mechanism emerges."
167,information_technology,11,INTU,Intuit,0000896878,F3,10-Q,2020-05-21,0000896878-20-000065,https://www.sec.gov/Archives/edgar/data/896878/0000896878-20-000065.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,QuickBooks desktop customers,Company-originated commercial model,"Desktop subscriptions, memberships and related paid services are established recurring monetization, but no Strong new yield mechanism emerges."
167,information_technology,11,INTU,Intuit,0000896878,F4,10-K,2020-08-31,0000896878-20-000148,https://www.sec.gov/Archives/edgar/data/896878/0000896878-20-000148.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,QuickBooks desktop customers,Company-originated commercial model,"Desktop subscriptions, memberships and related paid services are established recurring monetization, but no Strong new yield mechanism emerges."
167,information_technology,11,INTU,Intuit,0000896878,F5,10-Q,2020-11-19,0000896878-20-000223,https://www.sec.gov/Archives/edgar/data/896878/0000896878-20-000223.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,QuickBooks desktop customers,Company-originated commercial model,"Desktop subscriptions, memberships and related paid services are established recurring monetization, but no Strong new yield mechanism emerges."
168,information_technology,12,CDNS,Cadence Design Systems,0000813672,F1,10-Q,2019-10-21,0000813672-19-000027,https://www.sec.gov/Archives/edgar/data/813672/0000813672-19-000027.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,EDA/IP customers,Company-originated commercial model,"Recurring software, maintenance and usage-based royalty structures are established; no material strengthening is shown."
168,information_technology,12,CDNS,Cadence Design Systems,0000813672,F2,10-K,2020-02-24,0000813672-20-000007,https://www.sec.gov/Archives/edgar/data/813672/0000813672-20-000007.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,EDA/IP customers,Company-originated commercial model,"Recurring software, maintenance and usage-based royalty structures are established; no material strengthening is shown."
168,information_technology,12,CDNS,Cadence Design Systems,0000813672,F3,10-Q,2020-04-20,0000813672-20-000013,https://www.sec.gov/Archives/edgar/data/813672/0000813672-20-000013.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,EDA/IP customers,Company-originated commercial model,"Recurring software, maintenance and usage-based royalty structures are established; no material strengthening is shown."
168,information_technology,12,CDNS,Cadence Design Systems,0000813672,F4,10-Q,2020-07-20,0000813672-20-000020,https://www.sec.gov/Archives/edgar/data/813672/0000813672-20-000020.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,EDA/IP customers,Company-originated commercial model,"Recurring software, maintenance and usage-based royalty structures are established; no material strengthening is shown."
168,information_technology,12,CDNS,Cadence Design Systems,0000813672,F5,10-Q,2020-10-19,0000813672-20-000027,https://www.sec.gov/Archives/edgar/data/813672/0000813672-20-000027.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,EDA/IP customers,Company-originated commercial model,"Recurring software, maintenance and usage-based royalty structures are established; no material strengthening is shown."
169,information_technology,13,CRM,Salesforce,0001108524,F1,10-Q,2019-08-23,0001108524-19-000052,https://www.sec.gov/Archives/edgar/data/1108524/0001108524-19-000052.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Very Strong,IMPLEMENTATION,Existing enterprise subscribers,Company-originated commercial model,"Revenue is explicitly driven by upgrades and additional subscriptions from existing customers; premium support and priority support are paid add-ons. The model is already explicit at F1, so no acceleration."
