sample_order,sector,ticker,company_name,CIK,filing_position,form,filing_date,accession_number,sec_locator,classification,signal_strength,temporal_state,affected_actor,origin_status,evidence_summary,specificity,novelty,persistence,commercial_explicitness,scorer_confidence
67,financials,MS,Morgan Stanley,0000895421,F1,10-Q,2019-11-05,0001628280-19-013331,https://www.sec.gov/Archives/edgar/data/895421/0001628280-19-013331.txt,No Signal,N/A,N/A,N/A,N/A,Fees and commissions are ordinary revenue categories; the frozen F5 filing does not establish a qualifying new or intensified customer-economic mechanism.,N/A,N/A,N/A,N/A,High
67,financials,MS,Morgan Stanley,0000895421,F2,10-K,2020-02-27,0000895421-20-000265,https://www.sec.gov/Archives/edgar/data/895421/0000895421-20-000265.txt,No Signal,N/A,N/A,N/A,N/A,Fees and commissions are ordinary revenue categories; the frozen F5 filing does not establish a qualifying new or intensified customer-economic mechanism.,N/A,N/A,N/A,N/A,High
67,financials,MS,Morgan Stanley,0000895421,F3,10-Q,2020-05-05,0000895421-20-000323,https://www.sec.gov/Archives/edgar/data/895421/0000895421-20-000323.txt,No Signal,N/A,N/A,N/A,N/A,Fees and commissions are ordinary revenue categories; the frozen F5 filing does not establish a qualifying new or intensified customer-economic mechanism.,N/A,N/A,N/A,N/A,High
67,financials,MS,Morgan Stanley,0000895421,F4,10-Q,2020-08-04,0000895421-20-000429,https://www.sec.gov/Archives/edgar/data/895421/0000895421-20-000429.txt,No Signal,N/A,N/A,N/A,N/A,Fees and commissions are ordinary revenue categories; the frozen F5 filing does not establish a qualifying new or intensified customer-economic mechanism.,N/A,N/A,N/A,N/A,High
67,financials,MS,Morgan Stanley,0000895421,F5,10-Q,2020-11-03,0000895421-20-000527,https://www.sec.gov/Archives/edgar/data/895421/0000895421-20-000527.txt,No Signal,N/A,N/A,N/A,N/A,Fees and commissions are ordinary revenue categories; the frozen F5 filing does not establish a qualifying new or intensified customer-economic mechanism.,N/A,N/A,N/A,N/A,High
68,financials,AJG,Arthur J. Gallagher & Co.,0000354190,F1,10-Q,2019-10-25,0001193125-19-274533,https://www.sec.gov/Archives/edgar/data/354190/0001193125-19-274533.txt,No Signal,N/A,N/A,N/A,N/A,"Commission and fee growth is reported, but the evidence does not establish a specific company-originated pricing/packaging action at F5.",N/A,N/A,N/A,N/A,High
68,financials,AJG,Arthur J. Gallagher & Co.,0000354190,F2,10-K,2020-02-07,0001193125-20-028191,https://www.sec.gov/Archives/edgar/data/354190/0001193125-20-028191.txt,No Signal,N/A,N/A,N/A,N/A,"Commission and fee growth is reported, but the evidence does not establish a specific company-originated pricing/packaging action at F5.",N/A,N/A,N/A,N/A,High
68,financials,AJG,Arthur J. Gallagher & Co.,0000354190,F3,10-Q,2020-05-05,0001564590-20-021299,https://www.sec.gov/Archives/edgar/data/354190/0001564590-20-021299.txt,No Signal,N/A,N/A,N/A,N/A,"Commission and fee growth is reported, but the evidence does not establish a specific company-originated pricing/packaging action at F5.",N/A,N/A,N/A,N/A,High
68,financials,AJG,Arthur J. Gallagher & Co.,0000354190,F4,10-Q,2020-07-31,0001564590-20-035149,https://www.sec.gov/Archives/edgar/data/354190/0001564590-20-035149.txt,No Signal,N/A,N/A,N/A,N/A,"Commission and fee growth is reported, but the evidence does not establish a specific company-originated pricing/packaging action at F5.",N/A,N/A,N/A,N/A,High
68,financials,AJG,Arthur J. Gallagher & Co.,0000354190,F5,10-Q,2020-10-30,0001564590-20-049355,https://www.sec.gov/Archives/edgar/data/354190/0001564590-20-049355.txt,No Signal,N/A,N/A,N/A,N/A,"Commission and fee growth is reported, but the evidence does not establish a specific company-originated pricing/packaging action at F5.",N/A,N/A,N/A,N/A,High
69,financials,AMP,Ameriprise Financial,0000820027,F1,10-Q,2019-11-12,0000820027-19-000077,https://www.sec.gov/Archives/edgar/data/820027/0000820027-19-000077.txt,SP002,Strong,IMPLEMENTATION,Long-term-care policyholders,Company-originated commercial model,Approved/expected premium rate increases and benefit reductions are explicit already at F1 and remain part of the LTC economics at F5; high intensity but static.,High,Pre-existing,Persistent,High,High
69,financials,AMP,Ameriprise Financial,0000820027,F2,10-K,2020-02-26,0000820027-20-000010,https://www.sec.gov/Archives/edgar/data/820027/0000820027-20-000010.txt,SP002,Strong,IMPLEMENTATION,Long-term-care policyholders,Company-originated commercial model,Approved/expected premium rate increases and benefit reductions are explicit already at F1 and remain part of the LTC economics at F5; high intensity but static.,High,Pre-existing,Persistent,High,High
69,financials,AMP,Ameriprise Financial,0000820027,F3,10-Q,2020-05-11,0000820027-20-000042,https://www.sec.gov/Archives/edgar/data/820027/0000820027-20-000042.txt,SP002,Strong,IMPLEMENTATION,Long-term-care policyholders,Company-originated commercial model,Approved/expected premium rate increases and benefit reductions are explicit already at F1 and remain part of the LTC economics at F5; high intensity but static.,High,Pre-existing,Persistent,High,High
69,financials,AMP,Ameriprise Financial,0000820027,F4,10-Q,2020-08-10,0000820027-20-000064,https://www.sec.gov/Archives/edgar/data/820027/0000820027-20-000064.txt,SP002,Strong,IMPLEMENTATION,Long-term-care policyholders,Company-originated commercial model,Approved/expected premium rate increases and benefit reductions are explicit already at F1 and remain part of the LTC economics at F5; high intensity but static.,High,Pre-existing,Persistent,High,High
69,financials,AMP,Ameriprise Financial,0000820027,F5,10-Q,2020-11-09,0000820027-20-000074,https://www.sec.gov/Archives/edgar/data/820027/0000820027-20-000074.txt,SP002,Strong,IMPLEMENTATION,Long-term-care policyholders,Company-originated commercial model,Approved/expected premium rate increases and benefit reductions are explicit already at F1 and remain part of the LTC economics at F5; high intensity but static.,High,Pre-existing,Persistent,High,High
70,financials,SCHW,Charles Schwab Corporation,0000316709,F1,10-Q,2019-11-07,0000316709-19-000052,https://www.sec.gov/Archives/edgar/data/316709/0000316709-19-000052.txt,No Signal,N/A,N/A,N/A,N/A,The salient 2019 pricing action eliminated online trading commissions and reduced customer charges; this is opposite-direction to SP002 yield extraction and does not qualify.,N/A,N/A,N/A,N/A,High
70,financials,SCHW,Charles Schwab Corporation,0000316709,F2,10-K,2020-02-26,0000316709-20-000012,https://www.sec.gov/Archives/edgar/data/316709/0000316709-20-000012.txt,No Signal,N/A,N/A,N/A,N/A,The salient 2019 pricing action eliminated online trading commissions and reduced customer charges; this is opposite-direction to SP002 yield extraction and does not qualify.,N/A,N/A,N/A,N/A,High
70,financials,SCHW,Charles Schwab Corporation,0000316709,F3,10-Q,2020-05-08,0000316709-20-000021,https://www.sec.gov/Archives/edgar/data/316709/0000316709-20-000021.txt,No Signal,N/A,N/A,N/A,N/A,The salient 2019 pricing action eliminated online trading commissions and reduced customer charges; this is opposite-direction to SP002 yield extraction and does not qualify.,N/A,N/A,N/A,N/A,High
70,financials,SCHW,Charles Schwab Corporation,0000316709,F4,10-Q,2020-08-07,0000316709-20-000045,https://www.sec.gov/Archives/edgar/data/316709/0000316709-20-000045.txt,No Signal,N/A,N/A,N/A,N/A,The salient 2019 pricing action eliminated online trading commissions and reduced customer charges; this is opposite-direction to SP002 yield extraction and does not qualify.,N/A,N/A,N/A,N/A,High
70,financials,SCHW,Charles Schwab Corporation,0000316709,F5,10-Q,2020-11-09,0000316709-20-000054,https://www.sec.gov/Archives/edgar/data/316709/0000316709-20-000054.txt,No Signal,N/A,N/A,N/A,N/A,The salient 2019 pricing action eliminated online trading commissions and reduced customer charges; this is opposite-direction to SP002 yield extraction and does not qualify.,N/A,N/A,N/A,N/A,High
71,financials,CBOE,Cboe Global Markets,0001374310,F1,10-Q,2019-11-01,0001558370-19-009643,https://www.sec.gov/Archives/edgar/data/1374310/0001558370-19-009643.txt,No Signal,N/A,N/A,N/A,N/A,"Regulatory Section 31 pass-through charges appear mid-window, but no sufficiently specific qualifying F5 customer-yield action is established.",N/A,N/A,N/A,N/A,High
71,financials,CBOE,Cboe Global Markets,0001374310,F2,10-K,2020-02-21,0001558370-20-001127,https://www.sec.gov/Archives/edgar/data/1374310/0001558370-20-001127.txt,No Signal,N/A,N/A,N/A,N/A,"Regulatory Section 31 pass-through charges appear mid-window, but no sufficiently specific qualifying F5 customer-yield action is established.",N/A,N/A,N/A,N/A,High
71,financials,CBOE,Cboe Global Markets,0001374310,F3,10-Q,2020-05-01,0001558370-20-004877,https://www.sec.gov/Archives/edgar/data/1374310/0001558370-20-004877.txt,SP002,Moderate,IMPLEMENTATION,Exchange customers,Regulatory pass-through model,"Regulatory Section 31 pass-through charges appear mid-window, but no sufficiently specific qualifying F5 customer-yield action is established.",Moderate,Pre-existing,Isolated,Moderate,High
71,financials,CBOE,Cboe Global Markets,0001374310,F4,10-Q,2020-07-31,0001558370-20-008849,https://www.sec.gov/Archives/edgar/data/1374310/0001558370-20-008849.txt,No Signal,N/A,N/A,N/A,N/A,"Regulatory Section 31 pass-through charges appear mid-window, but no sufficiently specific qualifying F5 customer-yield action is established.",N/A,N/A,N/A,N/A,High
71,financials,CBOE,Cboe Global Markets,0001374310,F5,10-Q,2020-10-30,0001558370-20-012101,https://www.sec.gov/Archives/edgar/data/1374310/0001558370-20-012101.txt,No Signal,N/A,N/A,N/A,N/A,"Regulatory Section 31 pass-through charges appear mid-window, but no sufficiently specific qualifying F5 customer-yield action is established.",N/A,N/A,N/A,N/A,High
72,financials,L,Loews Corporation,0000060086,F1,10-Q,2019-10-28,0001193125-19-275925,https://www.sec.gov/Archives/edgar/data/60086/0001193125-19-275925.txt,SP004,Strong,IMPLEMENTATION,Insurance and packaging customers,Company-originated commercial model,"Resin-price changes are contractually passed through to packaging customers from F1, while CNA also reports rate increases; customer cost-transfer is explicit and persistent rather than accelerating.",High,Pre-existing,Persistent,High,High
72,financials,L,Loews Corporation,0000060086,F2,10-K,2020-02-12,0001193125-20-031657,https://www.sec.gov/Archives/edgar/data/60086/0001193125-20-031657.txt,SP004,Strong,IMPLEMENTATION,Insurance and packaging customers,Company-originated commercial model,"Resin-price changes are contractually passed through to packaging customers from F1, while CNA also reports rate increases; customer cost-transfer is explicit and persistent rather than accelerating.",High,Pre-existing,Persistent,High,High
72,financials,L,Loews Corporation,0000060086,F3,10-Q,2020-05-04,0001140361-20-010602,https://www.sec.gov/Archives/edgar/data/60086/0001140361-20-010602.txt,SP004,Strong,IMPLEMENTATION,Insurance and packaging customers,Company-originated commercial model,"Resin-price changes are contractually passed through to packaging customers from F1, while CNA also reports rate increases; customer cost-transfer is explicit and persistent rather than accelerating.",High,Pre-existing,Persistent,High,High
72,financials,L,Loews Corporation,0000060086,F4,10-Q,2020-08-03,0001140361-20-017258,https://www.sec.gov/Archives/edgar/data/60086/0001140361-20-017258.txt,SP004,Strong,IMPLEMENTATION,Insurance and packaging customers,Company-originated commercial model,"Resin-price changes are contractually passed through to packaging customers from F1, while CNA also reports rate increases; customer cost-transfer is explicit and persistent rather than accelerating.",High,Pre-existing,Persistent,High,High
72,financials,L,Loews Corporation,0000060086,F5,10-Q,2020-11-02,0001140361-20-024292,https://www.sec.gov/Archives/edgar/data/60086/0001140361-20-024292.txt,SP004,Strong,IMPLEMENTATION,Insurance and packaging customers,Company-originated commercial model,"Resin-price changes are contractually passed through to packaging customers from F1, while CNA also reports rate increases; customer cost-transfer is explicit and persistent rather than accelerating.",High,Pre-existing,Persistent,High,High
73,financials,FLT,Fleetcor,0001175454,F1,10-Q,2019-11-12,0001175454-19-000024,https://www.sec.gov/Archives/edgar/data/1175454/0001175454-19-000024.txt,No Signal,N/A,N/A,N/A,N/A,"Processing expenses, sales commissions and merchant/customer servicing costs do not establish a qualifying customer-facing pricing action at F5.",N/A,N/A,N/A,N/A,High
73,financials,FLT,Fleetcor,0001175454,F2,10-K,2020-03-02,0001175454-20-000008,https://www.sec.gov/Archives/edgar/data/1175454/0001175454-20-000008.txt,No Signal,N/A,N/A,N/A,N/A,"Processing expenses, sales commissions and merchant/customer servicing costs do not establish a qualifying customer-facing pricing action at F5.",N/A,N/A,N/A,N/A,High
73,financials,FLT,Fleetcor,0001175454,F3,10-Q,2020-05-11,0001175454-20-000020,https://www.sec.gov/Archives/edgar/data/1175454/0001175454-20-000020.txt,No Signal,N/A,N/A,N/A,N/A,"Processing expenses, sales commissions and merchant/customer servicing costs do not establish a qualifying customer-facing pricing action at F5.",N/A,N/A,N/A,N/A,High
73,financials,FLT,Fleetcor,0001175454,F4,10-Q,2020-08-10,0001175454-20-000033,https://www.sec.gov/Archives/edgar/data/1175454/0001175454-20-000033.txt,No Signal,N/A,N/A,N/A,N/A,"Processing expenses, sales commissions and merchant/customer servicing costs do not establish a qualifying customer-facing pricing action at F5.",N/A,N/A,N/A,N/A,High
73,financials,FLT,Fleetcor,0001175454,F5,10-Q,2020-11-09,0001175454-20-000046,https://www.sec.gov/Archives/edgar/data/1175454/0001175454-20-000046.txt,No Signal,N/A,N/A,N/A,N/A,"Processing expenses, sales commissions and merchant/customer servicing costs do not establish a qualifying customer-facing pricing action at F5.",N/A,N/A,N/A,N/A,High
74,financials,RF,Regions Financial Corporation,0001281761,F1,10-Q,2019-11-06,0001281761-19-000093,https://www.sec.gov/Archives/edgar/data/1281761/0001281761-19-000093.txt,No Signal,N/A,N/A,N/A,N/A,"No specific qualifying F5 customer pricing, entitlement, migration or cost-transfer mechanism is established.",N/A,N/A,N/A,N/A,High
74,financials,RF,Regions Financial Corporation,0001281761,F2,10-K,2020-02-21,0001281761-20-000010,https://www.sec.gov/Archives/edgar/data/1281761/0001281761-20-000010.txt,No Signal,N/A,N/A,N/A,N/A,"No specific qualifying F5 customer pricing, entitlement, migration or cost-transfer mechanism is established.",N/A,N/A,N/A,N/A,High
74,financials,RF,Regions Financial Corporation,0001281761,F3,10-Q,2020-05-06,0001281761-20-000048,https://www.sec.gov/Archives/edgar/data/1281761/0001281761-20-000048.txt,No Signal,N/A,N/A,N/A,N/A,"No specific qualifying F5 customer pricing, entitlement, migration or cost-transfer mechanism is established.",N/A,N/A,N/A,N/A,High
74,financials,RF,Regions Financial Corporation,0001281761,F4,10-Q,2020-08-05,0001281761-20-000075,https://www.sec.gov/Archives/edgar/data/1281761/0001281761-20-000075.txt,No Signal,N/A,N/A,N/A,N/A,"No specific qualifying F5 customer pricing, entitlement, migration or cost-transfer mechanism is established.",N/A,N/A,N/A,N/A,High
74,financials,RF,Regions Financial Corporation,0001281761,F5,10-Q,2020-11-05,0001281761-20-000087,https://www.sec.gov/Archives/edgar/data/1281761/0001281761-20-000087.txt,No Signal,N/A,N/A,N/A,N/A,"No specific qualifying F5 customer pricing, entitlement, migration or cost-transfer mechanism is established.",N/A,N/A,N/A,N/A,High
75,financials,HBAN,Huntington Bancshares,0000049196,F1,10-Q,2019-10-28,0000049196-19-000071,https://www.sec.gov/Archives/edgar/data/49196/0000049196-19-000071.txt,No Signal,N/A,N/A,N/A,N/A,The retrieved fee/surcharge references are institutional expense items or non-customer mechanics rather than a qualifying F5 action.,N/A,N/A,N/A,N/A,High
75,financials,HBAN,Huntington Bancshares,0000049196,F2,10-K,2020-02-14,0000049196-20-000010,https://www.sec.gov/Archives/edgar/data/49196/0000049196-20-000010.txt,No Signal,N/A,N/A,N/A,N/A,The retrieved fee/surcharge references are institutional expense items or non-customer mechanics rather than a qualifying F5 action.,N/A,N/A,N/A,N/A,High
75,financials,HBAN,Huntington Bancshares,0000049196,F3,10-Q,2020-05-01,0000049196-20-000028,https://www.sec.gov/Archives/edgar/data/49196/0000049196-20-000028.txt,No Signal,N/A,N/A,N/A,N/A,The retrieved fee/surcharge references are institutional expense items or non-customer mechanics rather than a qualifying F5 action.,N/A,N/A,N/A,N/A,High
75,financials,HBAN,Huntington Bancshares,0000049196,F4,10-Q,2020-07-31,0000049196-20-000046,https://www.sec.gov/Archives/edgar/data/49196/0000049196-20-000046.txt,No Signal,N/A,N/A,N/A,N/A,The retrieved fee/surcharge references are institutional expense items or non-customer mechanics rather than a qualifying F5 action.,N/A,N/A,N/A,N/A,High
75,financials,HBAN,Huntington Bancshares,0000049196,F5,10-Q,2020-10-30,0000049196-20-000059,https://www.sec.gov/Archives/edgar/data/49196/0000049196-20-000059.txt,No Signal,N/A,N/A,N/A,N/A,The retrieved fee/surcharge references are institutional expense items or non-customer mechanics rather than a qualifying F5 action.,N/A,N/A,N/A,N/A,High
76,financials,TRV,Travelers Companies (The),0000086312,F1,10-Q,2019-10-22,0000086312-19-000046,https://www.sec.gov/Archives/edgar/data/86312/0000086312-19-000046.txt,No Signal,N/A,N/A,N/A,N/A,Inflation and claims-cost discussion is not explicitly linked to a customer premium/rate action in the frozen F5 filing.,N/A,N/A,N/A,N/A,High
76,financials,TRV,Travelers Companies (The),0000086312,F2,10-K,2020-02-13,0000086312-20-000011,https://www.sec.gov/Archives/edgar/data/86312/0000086312-20-000011.txt,No Signal,N/A,N/A,N/A,N/A,Inflation and claims-cost discussion is not explicitly linked to a customer premium/rate action in the frozen F5 filing.,N/A,N/A,N/A,N/A,High
76,financials,TRV,Travelers Companies (The),0000086312,F3,10-Q,2020-04-21,0000086312-20-000021,https://www.sec.gov/Archives/edgar/data/86312/0000086312-20-000021.txt,No Signal,N/A,N/A,N/A,N/A,Inflation and claims-cost discussion is not explicitly linked to a customer premium/rate action in the frozen F5 filing.,N/A,N/A,N/A,N/A,High
76,financials,TRV,Travelers Companies (The),0000086312,F4,10-Q,2020-07-23,0000086312-20-000039,https://www.sec.gov/Archives/edgar/data/86312/0000086312-20-000039.txt,No Signal,N/A,N/A,N/A,N/A,Inflation and claims-cost discussion is not explicitly linked to a customer premium/rate action in the frozen F5 filing.,N/A,N/A,N/A,N/A,High
76,financials,TRV,Travelers Companies (The),0000086312,F5,10-Q,2020-10-20,0000086312-20-000049,https://www.sec.gov/Archives/edgar/data/86312/0000086312-20-000049.txt,No Signal,N/A,N/A,N/A,N/A,Inflation and claims-cost discussion is not explicitly linked to a customer premium/rate action in the frozen F5 filing.,N/A,N/A,N/A,N/A,High
77,financials,PYPL,PayPal,0001633917,F1,10-Q,2019-10-24,0001633917-19-000210,https://www.sec.gov/Archives/edgar/data/1633917/0001633917-19-000210.txt,No Signal,N/A,N/A,N/A,N/A,Transaction economics and protection losses are core operating mechanics; no specific qualifying new customer-yield action is established at F5.,N/A,N/A,N/A,N/A,High
77,financials,PYPL,PayPal,0001633917,F2,10-K,2020-02-06,0001633917-20-000028,https://www.sec.gov/Archives/edgar/data/1633917/0001633917-20-000028.txt,No Signal,N/A,N/A,N/A,N/A,Transaction economics and protection losses are core operating mechanics; no specific qualifying new customer-yield action is established at F5.,N/A,N/A,N/A,N/A,High
77,financials,PYPL,PayPal,0001633917,F3,10-Q,2020-05-07,0001633917-20-000093,https://www.sec.gov/Archives/edgar/data/1633917/0001633917-20-000093.txt,No Signal,N/A,N/A,N/A,N/A,Transaction economics and protection losses are core operating mechanics; no specific qualifying new customer-yield action is established at F5.,N/A,N/A,N/A,N/A,High
77,financials,PYPL,PayPal,0001633917,F4,10-Q,2020-07-30,0001633917-20-000134,https://www.sec.gov/Archives/edgar/data/1633917/0001633917-20-000134.txt,No Signal,N/A,N/A,N/A,N/A,Transaction economics and protection losses are core operating mechanics; no specific qualifying new customer-yield action is established at F5.,N/A,N/A,N/A,N/A,High
77,financials,PYPL,PayPal,0001633917,F5,10-Q,2020-11-03,0001633917-20-000169,https://www.sec.gov/Archives/edgar/data/1633917/0001633917-20-000169.txt,No Signal,N/A,N/A,N/A,N/A,Transaction economics and protection losses are core operating mechanics; no specific qualifying new customer-yield action is established at F5.,N/A,N/A,N/A,N/A,High
78,financials,BAC,Bank of America,0000070858,F1,10-Q,2019-10-28,0000070858-19-000057,https://www.sec.gov/Archives/edgar/data/70858/0000070858-19-000057.txt,No Signal,N/A,N/A,N/A,N/A,The frozen evidence is dominated by banking-rate/accounting mechanics and does not establish a qualifying F5 customer-economic action.,N/A,N/A,N/A,N/A,High
78,financials,BAC,Bank of America,0000070858,F2,10-K,2020-02-19,0000070858-20-000011,https://www.sec.gov/Archives/edgar/data/70858/0000070858-20-000011.txt,No Signal,N/A,N/A,N/A,N/A,The frozen evidence is dominated by banking-rate/accounting mechanics and does not establish a qualifying F5 customer-economic action.,N/A,N/A,N/A,N/A,High
78,financials,BAC,Bank of America,0000070858,F3,10-Q,2020-05-01,0000070858-20-000023,https://www.sec.gov/Archives/edgar/data/70858/0000070858-20-000023.txt,No Signal,N/A,N/A,N/A,N/A,The frozen evidence is dominated by banking-rate/accounting mechanics and does not establish a qualifying F5 customer-economic action.,N/A,N/A,N/A,N/A,High
78,financials,BAC,Bank of America,0000070858,F4,10-Q,2020-07-31,0000070858-20-000040,https://www.sec.gov/Archives/edgar/data/70858/0000070858-20-000040.txt,No Signal,N/A,N/A,N/A,N/A,The frozen evidence is dominated by banking-rate/accounting mechanics and does not establish a qualifying F5 customer-economic action.,N/A,N/A,N/A,N/A,High
