sample_order,sector,sector_rank,ticker,company_name,CIK,filing_position,form,filing_date,accession_number,sec_locator,verification_status,verification_note,classification,signal_strength,temporal_state,affected_actor,origin_status,evidence_summary
129,industrials,3,XYL,Xylem Inc.,0001524472,F1,10-Q,2019-10-31,0001524472-19-000055,https://www.sec.gov/Archives/edgar/data/1524472/0001524472-19-000055.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Strong,IMPLEMENTATION,Industrial customers,Company-originated commercial model,Price realization repeatedly offsets cost inflation from F1 through F5; strong but static.
129,industrials,3,XYL,Xylem Inc.,0001524472,F2,10-K,2020-02-28,0001524472-20-000006,https://www.sec.gov/Archives/edgar/data/1524472/0001524472-20-000006.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Strong,IMPLEMENTATION,Industrial customers,Company-originated commercial model,Price realization repeatedly offsets cost inflation from F1 through F5; strong but static.
129,industrials,3,XYL,Xylem Inc.,0001524472,F3,10-Q,2020-05-05,0001524472-20-000020,https://www.sec.gov/Archives/edgar/data/1524472/0001524472-20-000020.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Strong,IMPLEMENTATION,Industrial customers,Company-originated commercial model,Price realization repeatedly offsets cost inflation from F1 through F5; strong but static.
129,industrials,3,XYL,Xylem Inc.,0001524472,F4,10-Q,2020-07-30,0001524472-20-000045,https://www.sec.gov/Archives/edgar/data/1524472/0001524472-20-000045.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Strong,IMPLEMENTATION,Industrial customers,Company-originated commercial model,Price realization repeatedly offsets cost inflation from F1 through F5; strong but static.
129,industrials,3,XYL,Xylem Inc.,0001524472,F5,10-Q,2020-10-29,0001524472-20-000055,https://www.sec.gov/Archives/edgar/data/1524472/0001524472-20-000055.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Strong,IMPLEMENTATION,Industrial customers,Company-originated commercial model,Price realization repeatedly offsets cost inflation from F1 through F5; strong but static.
130,industrials,4,CPRT,Copart,0000900075,F1,10-Q,2019-11-25,0000900075-19-000028,https://www.sec.gov/Archives/edgar/data/900075/0000900075-19-000028.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Repurchase-program discontinuation is non-customer.
130,industrials,4,CPRT,Copart,0000900075,F2,10-Q,2020-02-27,0000900075-20-000006,https://www.sec.gov/Archives/edgar/data/900075/0000900075-20-000006.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Repurchase-program discontinuation is non-customer.
130,industrials,4,CPRT,Copart,0000900075,F3,10-Q,2020-05-28,0000900075-20-000014,https://www.sec.gov/Archives/edgar/data/900075/0000900075-20-000014.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Repurchase-program discontinuation is non-customer.
130,industrials,4,CPRT,Copart,0000900075,F4,10-K,2020-09-28,0000900075-20-000021,https://www.sec.gov/Archives/edgar/data/900075/0000900075-20-000021.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Repurchase-program discontinuation is non-customer.
130,industrials,4,CPRT,Copart,0000900075,F5,10-Q,2020-11-20,0000900075-20-000029,https://www.sec.gov/Archives/edgar/data/900075/0000900075-20-000029.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Repurchase-program discontinuation is non-customer.
131,industrials,5,IEX,IDEX Corporation,0000832101,F1,10-Q,2019-10-30,0000832101-19-000031,https://www.sec.gov/Archives/edgar/data/832101/0000832101-19-000031.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer-economic mechanism.
131,industrials,5,IEX,IDEX Corporation,0000832101,F2,10-K,2020-02-21,0000832101-20-000007,https://www.sec.gov/Archives/edgar/data/832101/0000832101-20-000007.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer-economic mechanism.
131,industrials,5,IEX,IDEX Corporation,0000832101,F3,10-Q,2020-04-24,0000832101-20-000014,https://www.sec.gov/Archives/edgar/data/832101/0000832101-20-000014.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer-economic mechanism.
131,industrials,5,IEX,IDEX Corporation,0000832101,F4,10-Q,2020-07-24,0000832101-20-000027,https://www.sec.gov/Archives/edgar/data/832101/0000832101-20-000027.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer-economic mechanism.
131,industrials,5,IEX,IDEX Corporation,0000832101,F5,10-Q,2020-10-28,0000832101-20-000039,https://www.sec.gov/Archives/edgar/data/832101/0000832101-20-000039.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer-economic mechanism.
132,industrials,6,UNP,Union Pacific Corporation,0000100885,F1,10-Q,2019-10-17,0000100885-19-000256,https://www.sec.gov/Archives/edgar/data/100885/0000100885-19-000256.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Freight customers,Company-originated commercial model,Fuel surcharges explicitly recover fuel expense and core pricing gains are present from F1; very strong but pre-existing.
132,industrials,6,UNP,Union Pacific Corporation,0000100885,F2,10-K,2020-02-07,0000100885-20-000065,https://www.sec.gov/Archives/edgar/data/100885/0000100885-20-000065.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Freight customers,Company-originated commercial model,Fuel surcharges explicitly recover fuel expense and core pricing gains are present from F1; very strong but pre-existing.
132,industrials,6,UNP,Union Pacific Corporation,0000100885,F3,10-Q,2020-04-23,0000100885-20-000143,https://www.sec.gov/Archives/edgar/data/100885/0000100885-20-000143.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Freight customers,Company-originated commercial model,Fuel surcharges explicitly recover fuel expense and core pricing gains are present from F1; very strong but pre-existing.
132,industrials,6,UNP,Union Pacific Corporation,0000100885,F4,10-Q,2020-07-23,0000100885-20-000221,https://www.sec.gov/Archives/edgar/data/100885/0000100885-20-000221.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Freight customers,Company-originated commercial model,Fuel surcharges explicitly recover fuel expense and core pricing gains are present from F1; very strong but pre-existing.
132,industrials,6,UNP,Union Pacific Corporation,0000100885,F5,10-Q,2020-10-22,0000100885-20-000304,https://www.sec.gov/Archives/edgar/data/100885/0000100885-20-000304.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Freight customers,Company-originated commercial model,Fuel surcharges explicitly recover fuel expense and core pricing gains are present from F1; very strong but pre-existing.
133,industrials,7,LMT,Lockheed Martin,0000936468,F1,10-Q,2019-10-24,0000936468-19-000069,https://www.sec.gov/Archives/edgar/data/936468/0000936468-19-000069.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Risk-retirement/discontinued-operation references are non-qualifying.
133,industrials,7,LMT,Lockheed Martin,0000936468,F2,10-K,2020-02-07,0000936468-20-000016,https://www.sec.gov/Archives/edgar/data/936468/0000936468-20-000016.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Risk-retirement/discontinued-operation references are non-qualifying.
133,industrials,7,LMT,Lockheed Martin,0000936468,F3,10-Q,2020-04-22,0000936468-20-000056,https://www.sec.gov/Archives/edgar/data/936468/0000936468-20-000056.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Risk-retirement/discontinued-operation references are non-qualifying.
133,industrials,7,LMT,Lockheed Martin,0000936468,F4,10-Q,2020-07-21,0000936468-20-000115,https://www.sec.gov/Archives/edgar/data/936468/0000936468-20-000115.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Risk-retirement/discontinued-operation references are non-qualifying.
133,industrials,7,LMT,Lockheed Martin,0000936468,F5,10-Q,2020-10-22,0000936468-20-000125,https://www.sec.gov/Archives/edgar/data/936468/0000936468-20-000125.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Risk-retirement/discontinued-operation references are non-qualifying.
134,industrials,8,URI,United Rentals,0001067701,F1,10-Q,2019-10-16,0001067701-19-000041,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-19-000041.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Supplier material-cost risk and equipment-program discontinuation do not establish customer transfer or migration.
134,industrials,8,URI,United Rentals,0001067701,F2,10-K,2020-01-29,0001067701-20-000008,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-20-000008.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Supplier material-cost risk and equipment-program discontinuation do not establish customer transfer or migration.
134,industrials,8,URI,United Rentals,0001067701,F3,10-Q,2020-04-29,0001067701-20-000019,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-20-000019.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Supplier material-cost risk and equipment-program discontinuation do not establish customer transfer or migration.
134,industrials,8,URI,United Rentals,0001067701,F4,10-Q,2020-07-29,0001067701-20-000034,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-20-000034.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Supplier material-cost risk and equipment-program discontinuation do not establish customer transfer or migration.
134,industrials,8,URI,United Rentals,0001067701,F5,10-Q,2020-10-28,0001067701-20-000046,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-20-000046.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Supplier material-cost risk and equipment-program discontinuation do not establish customer transfer or migration.
135,industrials,9,INFO,IHS Markit,0001598014,F1,10-Q,2019-09-24,0001598014-19-000126,https://www.sec.gov/Archives/edgar/data/1598014/0001598014-19-000126.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Discontinued-operations and tariff-risk language is non-qualifying.
135,industrials,9,INFO,IHS Markit,0001598014,F2,10-K,2020-01-17,0001598014-20-000008,https://www.sec.gov/Archives/edgar/data/1598014/0001598014-20-000008.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Discontinued-operations and tariff-risk language is non-qualifying.
135,industrials,9,INFO,IHS Markit,0001598014,F3,10-Q,2020-03-24,0001598014-20-000065,https://www.sec.gov/Archives/edgar/data/1598014/0001598014-20-000065.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Discontinued-operations and tariff-risk language is non-qualifying.
135,industrials,9,INFO,IHS Markit,0001598014,F4,10-Q,2020-06-23,0001598014-20-000160,https://www.sec.gov/Archives/edgar/data/1598014/0001598014-20-000160.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Discontinued-operations and tariff-risk language is non-qualifying.
135,industrials,9,INFO,IHS Markit,0001598014,F5,10-Q,2020-09-29,0001598014-20-000200,https://www.sec.gov/Archives/edgar/data/1598014/0001598014-20-000200.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Discontinued-operations and tariff-risk language is non-qualifying.
136,industrials,10,FBHS,Fortune Brands Home & Security,0001519751,F1,10-Q,2019-10-31,0001564590-19-039139,https://www.sec.gov/Archives/edgar/data/1519751/0001564590-19-039139.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Plumbing/home-products customers,Company-originated commercial model,Price increases explicitly mitigate tariffs and cumulative raw-material cost increases from F1 onward; very strong but static.
136,industrials,10,FBHS,Fortune Brands Home & Security,0001519751,F2,10-K,2020-02-26,0001564590-20-006812,https://www.sec.gov/Archives/edgar/data/1519751/0001564590-20-006812.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Plumbing/home-products customers,Company-originated commercial model,Price increases explicitly mitigate tariffs and cumulative raw-material cost increases from F1 onward; very strong but static.
136,industrials,10,FBHS,Fortune Brands Home & Security,0001519751,F3,10-Q,2020-05-01,0001564590-20-020502,https://www.sec.gov/Archives/edgar/data/1519751/0001564590-20-020502.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Plumbing/home-products customers,Company-originated commercial model,Price increases explicitly mitigate tariffs and cumulative raw-material cost increases from F1 onward; very strong but static.
136,industrials,10,FBHS,Fortune Brands Home & Security,0001519751,F4,10-Q,2020-07-30,0001564590-20-034912,https://www.sec.gov/Archives/edgar/data/1519751/0001564590-20-034912.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Plumbing/home-products customers,Company-originated commercial model,Price increases explicitly mitigate tariffs and cumulative raw-material cost increases from F1 onward; very strong but static.
136,industrials,10,FBHS,Fortune Brands Home & Security,0001519751,F5,10-Q,2020-10-29,0001564590-20-048855,https://www.sec.gov/Archives/edgar/data/1519751/0001564590-20-048855.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP004,Very Strong,IMPLEMENTATION,Plumbing/home-products customers,Company-originated commercial model,Price increases explicitly mitigate tariffs and cumulative raw-material cost increases from F1 onward; very strong but static.
137,industrials,11,NLSN,Nielsen Holdings,0001492633,F1,10-Q,2019-11-07,0001564590-19-041345,https://www.sec.gov/Archives/edgar/data/1492633/0001564590-19-041345.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer mechanism.
137,industrials,11,NLSN,Nielsen Holdings,0001492633,F2,10-K,2020-02-27,0001564590-20-007004,https://www.sec.gov/Archives/edgar/data/1492633/0001564590-20-007004.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer mechanism.
137,industrials,11,NLSN,Nielsen Holdings,0001492633,F3,10-Q,2020-04-30,0001564590-20-020170,https://www.sec.gov/Archives/edgar/data/1492633/0001564590-20-020170.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer mechanism.
137,industrials,11,NLSN,Nielsen Holdings,0001492633,F4,10-Q,2020-08-05,0001564590-20-036796,https://www.sec.gov/Archives/edgar/data/1492633/0001564590-20-036796.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer mechanism.
137,industrials,11,NLSN,Nielsen Holdings,0001492633,F5,10-Q,2020-11-02,0001564590-20-049632,https://www.sec.gov/Archives/edgar/data/1492633/0001564590-20-049632.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,No qualifying customer mechanism.
138,industrials,12,EMR,Emerson Electric,0000032604,F1,10-K,2019-11-18,0000032604-19-000048,https://www.sec.gov/Archives/edgar/data/32604/0000032604-19-000048.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Industrial customers,Company-originated commercial model,"Slightly higher price contributes to sales, but the trajectory lacks a strong or materially strengthening yield mechanism."
138,industrials,12,EMR,Emerson Electric,0000032604,F2,10-Q,2020-02-05,0000032604-20-000007,https://www.sec.gov/Archives/edgar/data/32604/0000032604-20-000007.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Industrial customers,Company-originated commercial model,"Slightly higher price contributes to sales, but the trajectory lacks a strong or materially strengthening yield mechanism."
138,industrials,12,EMR,Emerson Electric,0000032604,F3,10-Q,2020-04-24,0000032604-20-000021,https://www.sec.gov/Archives/edgar/data/32604/0000032604-20-000021.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Industrial customers,Company-originated commercial model,"Slightly higher price contributes to sales, but the trajectory lacks a strong or materially strengthening yield mechanism."
138,industrials,12,EMR,Emerson Electric,0000032604,F4,10-Q,2020-08-05,0000032604-20-000033,https://www.sec.gov/Archives/edgar/data/32604/0000032604-20-000033.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Industrial customers,Company-originated commercial model,"Slightly higher price contributes to sales, but the trajectory lacks a strong or materially strengthening yield mechanism."
138,industrials,12,EMR,Emerson Electric,0000032604,F5,10-K,2020-11-16,0000032604-20-000041,https://www.sec.gov/Archives/edgar/data/32604/0000032604-20-000041.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,SP002,Moderate,IMPLEMENTATION,Industrial customers,Company-originated commercial model,"Slightly higher price contributes to sales, but the trajectory lacks a strong or materially strengthening yield mechanism."
139,industrials,13,FLS,Flowserve Corporation,0000030625,F1,10-Q,2019-10-30,0000030625-19-000072,https://www.sec.gov/Archives/edgar/data/30625/0000030625-19-000072.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Raw-material/tariff risk is described without a concrete customer-cost transfer.
139,industrials,13,FLS,Flowserve Corporation,0000030625,F2,10-K,2020-02-18,0000030625-20-000007,https://www.sec.gov/Archives/edgar/data/30625/0000030625-20-000007.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Raw-material/tariff risk is described without a concrete customer-cost transfer.
139,industrials,13,FLS,Flowserve Corporation,0000030625,F3,10-Q,2020-05-07,0000030625-20-000066,https://www.sec.gov/Archives/edgar/data/30625/0000030625-20-000066.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Raw-material/tariff risk is described without a concrete customer-cost transfer.
139,industrials,13,FLS,Flowserve Corporation,0000030625,F4,10-Q,2020-07-30,0000030625-20-000100,https://www.sec.gov/Archives/edgar/data/30625/0000030625-20-000100.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Raw-material/tariff risk is described without a concrete customer-cost transfer.
139,industrials,13,FLS,Flowserve Corporation,0000030625,F5,10-Q,2020-11-13,0000030625-20-000116,https://www.sec.gov/Archives/edgar/data/30625/0000030625-20-000116.txt,VERIFIED_FROM_OFFICIAL_SEC_MASTER_INDEX,Corrected pre-T0 universe; sequential 10-Q/10-K under frozen H06 F5 rule,No Signal,N/A,N/A,N/A,N/A,Raw-material/tariff risk is described without a concrete customer-cost transfer.
