sample_order,sector,ticker,company_name,CIK,filing_position,form,filing_date,accession_number,sec_locator,classification,signal_strength,temporal_state,affected_actor,origin_status,evidence_summary,specificity,novelty,persistence,commercial_explicitness,scorer_confidence
59,energy,HES,Hess Corporation,0000004447,F3,10-Q,2020-05-07,0001564590-20-022922,https://www.sec.gov/Archives/edgar/data/4447/0001564590-20-022922.txt,No Signal,N/A,N/A,N/A,N/A,Selling-price and midstream-tariff references primarily reflect commodity markets and operating economics; environmental/JDA cost-recovery references are not customer-economic actions.,N/A,N/A,N/A,N/A,High
59,energy,HES,Hess Corporation,0000004447,F4,10-Q,2020-08-06,0001628280-20-011992,https://www.sec.gov/Archives/edgar/data/4447/0001628280-20-011992.txt,No Signal,N/A,N/A,N/A,N/A,Selling-price and midstream-tariff references primarily reflect commodity markets and operating economics; environmental/JDA cost-recovery references are not customer-economic actions.,N/A,N/A,N/A,N/A,High
59,energy,HES,Hess Corporation,0000004447,F5,10-Q,2020-11-05,0001628280-20-015747,https://www.sec.gov/Archives/edgar/data/4447/0001628280-20-015747.txt,No Signal,N/A,N/A,N/A,N/A,Selling-price and midstream-tariff references primarily reflect commodity markets and operating economics; environmental/JDA cost-recovery references are not customer-economic actions.,N/A,N/A,N/A,N/A,High
60,energy,DVN,Devon Energy,0001090012,F1,10-Q,2019-11-06,0001564590-19-040774,https://www.sec.gov/Archives/edgar/data/1090012/0001564590-19-040774.txt,No Signal,N/A,N/A,N/A,N/A,The apparent price changes are commodity-market movements and hedging results; divestitures and cost reductions do not create a qualifying customer-economic mechanism.,N/A,N/A,N/A,N/A,High
60,energy,DVN,Devon Energy,0001090012,F2,10-K,2020-02-19,0001564590-20-005182,https://www.sec.gov/Archives/edgar/data/1090012/0001564590-20-005182.txt,No Signal,N/A,N/A,N/A,N/A,The apparent price changes are commodity-market movements and hedging results; divestitures and cost reductions do not create a qualifying customer-economic mechanism.,N/A,N/A,N/A,N/A,High
60,energy,DVN,Devon Energy,0001090012,F3,10-Q,2020-05-06,0001564590-20-021639,https://www.sec.gov/Archives/edgar/data/1090012/0001564590-20-021639.txt,No Signal,N/A,N/A,N/A,N/A,The apparent price changes are commodity-market movements and hedging results; divestitures and cost reductions do not create a qualifying customer-economic mechanism.,N/A,N/A,N/A,N/A,High
60,energy,DVN,Devon Energy,0001090012,F4,10-Q,2020-08-05,0001564590-20-036568,https://www.sec.gov/Archives/edgar/data/1090012/0001564590-20-036568.txt,No Signal,N/A,N/A,N/A,N/A,The apparent price changes are commodity-market movements and hedging results; divestitures and cost reductions do not create a qualifying customer-economic mechanism.,N/A,N/A,N/A,N/A,High
60,energy,DVN,Devon Energy,0001090012,F5,10-Q,2020-10-30,0001564590-20-049203,https://www.sec.gov/Archives/edgar/data/1090012/0001564590-20-049203.txt,No Signal,N/A,N/A,N/A,N/A,The apparent price changes are commodity-market movements and hedging results; divestitures and cost reductions do not create a qualifying customer-economic mechanism.,N/A,N/A,N/A,N/A,High
61,energy,BKR,Baker Hughes,0001701605,F1,10-Q,2019-10-30,0001701605-19-000089,https://www.sec.gov/Archives/edgar/data/1701605/0001701605-19-000089.txt,No Signal,N/A,N/A,N/A,N/A,"Customer spending and demand are linked to commodity prices, while derivatives hedge input costs; the frozen filings do not establish a qualifying company-originated pricing or cost-transfer action.",N/A,N/A,N/A,N/A,High
61,energy,BKR,Baker Hughes,0001701605,F2,10-K,2020-02-13,0001701605-20-000019,https://www.sec.gov/Archives/edgar/data/1701605/0001701605-20-000019.txt,No Signal,N/A,N/A,N/A,N/A,"Customer spending and demand are linked to commodity prices, while derivatives hedge input costs; the frozen filings do not establish a qualifying company-originated pricing or cost-transfer action.",N/A,N/A,N/A,N/A,High
61,energy,BKR,Baker Hughes,0001701605,F3,10-Q,2020-04-24,0001701605-20-000039,https://www.sec.gov/Archives/edgar/data/1701605/0001701605-20-000039.txt,No Signal,N/A,N/A,N/A,N/A,"Customer spending and demand are linked to commodity prices, while derivatives hedge input costs; the frozen filings do not establish a qualifying company-originated pricing or cost-transfer action.",N/A,N/A,N/A,N/A,High
61,energy,BKR,Baker Hughes,0001701605,F4,10-Q,2020-07-24,0001701605-20-000068,https://www.sec.gov/Archives/edgar/data/1701605/0001701605-20-000068.txt,No Signal,N/A,N/A,N/A,N/A,"Customer spending and demand are linked to commodity prices, while derivatives hedge input costs; the frozen filings do not establish a qualifying company-originated pricing or cost-transfer action.",N/A,N/A,N/A,N/A,High
61,energy,BKR,Baker Hughes,0001701605,F5,10-Q,2020-10-23,0001701605-20-000086,https://www.sec.gov/Archives/edgar/data/1701605/0001701605-20-000086.txt,No Signal,N/A,N/A,N/A,N/A,"Customer spending and demand are linked to commodity prices, while derivatives hedge input costs; the frozen filings do not establish a qualifying company-originated pricing or cost-transfer action.",N/A,N/A,N/A,N/A,High
62,energy,PXD,Pioneer Natural Resources,0001038357,F1,10-Q,2019-11-06,0001038357-19-000062,https://www.sec.gov/Archives/edgar/data/1038357/0001038357-19-000062.txt,No Signal,N/A,N/A,N/A,N/A,"Reported oil, NGL and gas prices are explicitly market prices received for commodities; derivative and transportation commitments do not constitute a qualifying company-originated customer-economic mechanism.",N/A,N/A,N/A,N/A,High
62,energy,PXD,Pioneer Natural Resources,0001038357,F2,10-K,2020-02-24,0001038357-20-000009,https://www.sec.gov/Archives/edgar/data/1038357/0001038357-20-000009.txt,No Signal,N/A,N/A,N/A,N/A,"Reported oil, NGL and gas prices are explicitly market prices received for commodities; derivative and transportation commitments do not constitute a qualifying company-originated customer-economic mechanism.",N/A,N/A,N/A,N/A,High
62,energy,PXD,Pioneer Natural Resources,0001038357,F3,10-Q,2020-05-08,0001038357-20-000034,https://www.sec.gov/Archives/edgar/data/1038357/0001038357-20-000034.txt,No Signal,N/A,N/A,N/A,N/A,"Reported oil, NGL and gas prices are explicitly market prices received for commodities; derivative and transportation commitments do not constitute a qualifying company-originated customer-economic mechanism.",N/A,N/A,N/A,N/A,High
62,energy,PXD,Pioneer Natural Resources,0001038357,F4,10-Q,2020-08-05,0001038357-20-000050,https://www.sec.gov/Archives/edgar/data/1038357/0001038357-20-000050.txt,No Signal,N/A,N/A,N/A,N/A,"Reported oil, NGL and gas prices are explicitly market prices received for commodities; derivative and transportation commitments do not constitute a qualifying company-originated customer-economic mechanism.",N/A,N/A,N/A,N/A,High
62,energy,PXD,Pioneer Natural Resources,0001038357,F5,10-Q,2020-11-06,0001038357-20-000070,https://www.sec.gov/Archives/edgar/data/1038357/0001038357-20-000070.txt,No Signal,N/A,N/A,N/A,N/A,"Reported oil, NGL and gas prices are explicitly market prices received for commodities; derivative and transportation commitments do not constitute a qualifying company-originated customer-economic mechanism.",N/A,N/A,N/A,N/A,High
