sample_order,sector,ticker,company_name,CIK,filing_position,form,filing_date,accession_number,sec_locator,classification,signal_strength,temporal_state,affected_actor,origin_status,evidence_summary,specificity,novelty,persistence,commercial_explicitness,scorer_confidence
12,consumer_discretionary,ORLY,O'Reilly Automotive,0000898173,F1,10-Q,2019-11-06,0000898173-19-000166,https://www.sec.gov/Archives/edgar/data/898173/0000898173-19-000166.txt,SP004,Very Strong,IMPLEMENTATION,Retail/wholesale customers,Company-originated commercial model,Commodity/tariff acquisition-cost increases are explicitly passed through in higher retail/wholesale prices at F1 and repeated through F5.,High,Pre-existing,Persistent,High,High
12,consumer_discretionary,ORLY,O'Reilly Automotive,0000898173,F2,10-K,2020-02-28,0000898173-20-000007,https://www.sec.gov/Archives/edgar/data/898173/0000898173-20-000007.txt,SP004,Very Strong,IMPLEMENTATION,Retail/wholesale customers,Company-originated commercial model,Commodity/tariff acquisition-cost increases are explicitly passed through in higher retail/wholesale prices at F1 and repeated through F5.,High,Pre-existing,Persistent,High,High
12,consumer_discretionary,ORLY,O'Reilly Automotive,0000898173,F3,10-Q,2020-05-08,0000898173-20-000027,https://www.sec.gov/Archives/edgar/data/898173/0000898173-20-000027.txt,SP004,Very Strong,IMPLEMENTATION,Retail/wholesale customers,Company-originated commercial model,Commodity/tariff acquisition-cost increases are explicitly passed through in higher retail/wholesale prices at F1 and repeated through F5.,High,Pre-existing,Persistent,High,High
12,consumer_discretionary,ORLY,O'Reilly Automotive,0000898173,F4,10-Q,2020-08-07,0001558370-20-009976,https://www.sec.gov/Archives/edgar/data/898173/0001558370-20-009976.txt,SP004,Very Strong,IMPLEMENTATION,Retail/wholesale customers,Company-originated commercial model,Commodity/tariff acquisition-cost increases are explicitly passed through in higher retail/wholesale prices at F1 and repeated through F5.,High,Pre-existing,Persistent,High,High
12,consumer_discretionary,ORLY,O'Reilly Automotive,0000898173,F5,10-Q,2020-11-06,0000898173-20-000059,https://www.sec.gov/Archives/edgar/data/898173/0000898173-20-000059.txt,SP004,Very Strong,IMPLEMENTATION,Retail/wholesale customers,Company-originated commercial model,Commodity/tariff acquisition-cost increases are explicitly passed through in higher retail/wholesale prices at F1 and repeated through F5.,High,Pre-existing,Persistent,High,High
13,consumer_discretionary,MAR,Marriott International,0001048286,F1,10-Q,2019-11-05,0001628280-19-013294,https://www.sec.gov/Archives/edgar/data/1048286/0001628280-19-013294.txt,No Signal,N/A,N/A,N/A,N/A,"Filings identify wage/labor and demand risk but no qualifying customer pricing, entitlement, migration or cost-transfer mechanism.",N/A,None,None,N/A,High
13,consumer_discretionary,MAR,Marriott International,0001048286,F2,10-K,2020-02-27,0001628280-20-002376,https://www.sec.gov/Archives/edgar/data/1048286/0001628280-20-002376.txt,No Signal,N/A,N/A,N/A,N/A,"Filings identify wage/labor and demand risk but no qualifying customer pricing, entitlement, migration or cost-transfer mechanism.",N/A,None,None,N/A,High
13,consumer_discretionary,MAR,Marriott International,0001048286,F3,10-Q,2020-05-11,0001628280-20-007376,https://www.sec.gov/Archives/edgar/data/1048286/0001628280-20-007376.txt,No Signal,N/A,N/A,N/A,N/A,"Filings identify wage/labor and demand risk but no qualifying customer pricing, entitlement, migration or cost-transfer mechanism.",N/A,None,None,N/A,High
13,consumer_discretionary,MAR,Marriott International,0001048286,F4,10-Q,2020-08-10,0001628280-20-012272,https://www.sec.gov/Archives/edgar/data/1048286/0001628280-20-012272.txt,No Signal,N/A,N/A,N/A,N/A,"Filings identify wage/labor and demand risk but no qualifying customer pricing, entitlement, migration or cost-transfer mechanism.",N/A,None,None,N/A,High
13,consumer_discretionary,MAR,Marriott International,0001048286,F5,10-Q,2020-11-06,0001628280-20-015909,https://www.sec.gov/Archives/edgar/data/1048286/0001628280-20-015909.txt,No Signal,N/A,N/A,N/A,N/A,"Filings identify wage/labor and demand risk but no qualifying customer pricing, entitlement, migration or cost-transfer mechanism.",N/A,None,None,N/A,High
14,consumer_discretionary,BWA,BorgWarner,0000908255,F1,10-Q,2019-10-31,0000908255-19-000062,https://www.sec.gov/Archives/edgar/data/908255/0000908255-19-000062.txt,SP004,Weak,IMPLEMENTATION,OEM customers,Company-originated commercial model,"F1 describes tariff/commodity pressure; F2 newly makes customer pass-through, delayed cost recovery and material pass-through clauses explicit. Later filings retain the cost-recovery architecture though F5 is less explicit.",Low,Pre-existing,Trajectory-dependent,Low,Moderate-High
14,consumer_discretionary,BWA,BorgWarner,0000908255,F2,10-K,2020-02-13,0000908255-20-000014,https://www.sec.gov/Archives/edgar/data/908255/0000908255-20-000014.txt,SP004,Strong,IMPLEMENTATION,OEM customers,Company-originated commercial model,"F1 describes tariff/commodity pressure; F2 newly makes customer pass-through, delayed cost recovery and material pass-through clauses explicit. Later filings retain the cost-recovery architecture though F5 is less explicit.",High,Increasing,Trajectory-dependent,High,Moderate-High
14,consumer_discretionary,BWA,BorgWarner,0000908255,F3,10-Q,2020-05-06,0000908255-20-000050,https://www.sec.gov/Archives/edgar/data/908255/0000908255-20-000050.txt,SP004,Strong,IMPLEMENTATION,OEM customers,Company-originated commercial model,"F1 describes tariff/commodity pressure; F2 newly makes customer pass-through, delayed cost recovery and material pass-through clauses explicit. Later filings retain the cost-recovery architecture though F5 is less explicit.",High,Increasing,Trajectory-dependent,High,Moderate-High
14,consumer_discretionary,BWA,BorgWarner,0000908255,F4,10-Q,2020-08-05,0000908255-20-000073,https://www.sec.gov/Archives/edgar/data/908255/0000908255-20-000073.txt,SP004,Strong,IMPLEMENTATION,OEM customers,Company-originated commercial model,"F1 describes tariff/commodity pressure; F2 newly makes customer pass-through, delayed cost recovery and material pass-through clauses explicit. Later filings retain the cost-recovery architecture though F5 is less explicit.",High,Increasing,Trajectory-dependent,High,Moderate-High
14,consumer_discretionary,BWA,BorgWarner,0000908255,F5,10-Q,2020-10-29,0000908255-20-000092,https://www.sec.gov/Archives/edgar/data/908255/0000908255-20-000092.txt,SP004,Moderate,IMPLEMENTATION,OEM customers,Company-originated commercial model,"F1 describes tariff/commodity pressure; F2 newly makes customer pass-through, delayed cost recovery and material pass-through clauses explicit. Later filings retain the cost-recovery architecture though F5 is less explicit.",Moderate,Increasing,Trajectory-dependent,Moderate,Moderate-High
15,consumer_discretionary,MCD,McDonald's,0000063908,F1,10-Q,2019-11-04,0000063908-19-000085,https://www.sec.gov/Archives/edgar/data/63908/0000063908-19-000085.txt,SP002,Moderate,IMPLEMENTATION,Restaurant customers,Company-originated commercial model,Menu price increases are already an operating sales driver at F1; later filings do not introduce a materially new or stronger customer-yield mechanism.,Moderate,Pre-existing,Persistent,Moderate,Moderate-High
15,consumer_discretionary,MCD,McDonald's,0000063908,F2,10-K,2020-02-26,0000063908-20-000022,https://www.sec.gov/Archives/edgar/data/63908/0000063908-20-000022.txt,SP002,Moderate,IMPLEMENTATION,Restaurant customers,Company-originated commercial model,Menu price increases are already an operating sales driver at F1; later filings do not introduce a materially new or stronger customer-yield mechanism.,Moderate,Pre-existing,Persistent,Moderate,Moderate-High
15,consumer_discretionary,MCD,McDonald's,0000063908,F3,10-Q,2020-05-07,0000063908-20-000042,https://www.sec.gov/Archives/edgar/data/63908/0000063908-20-000042.txt,SP002,Moderate,IMPLEMENTATION,Restaurant customers,Company-originated commercial model,Menu price increases are already an operating sales driver at F1; later filings do not introduce a materially new or stronger customer-yield mechanism.,Moderate,Pre-existing,Persistent,Moderate,Moderate-High
15,consumer_discretionary,MCD,McDonald's,0000063908,F4,10-Q,2020-08-10,0000063908-20-000063,https://www.sec.gov/Archives/edgar/data/63908/0000063908-20-000063.txt,SP002,Moderate,IMPLEMENTATION,Restaurant customers,Company-originated commercial model,Menu price increases are already an operating sales driver at F1; later filings do not introduce a materially new or stronger customer-yield mechanism.,Moderate,Pre-existing,Persistent,Moderate,Moderate-High
15,consumer_discretionary,MCD,McDonald's,0000063908,F5,10-Q,2020-11-09,0000063908-20-000076,https://www.sec.gov/Archives/edgar/data/63908/0000063908-20-000076.txt,SP002,Moderate,IMPLEMENTATION,Restaurant customers,Company-originated commercial model,Menu price increases are already an operating sales driver at F1; later filings do not introduce a materially new or stronger customer-yield mechanism.,Moderate,Pre-existing,Persistent,Moderate,Moderate-High
16,consumer_discretionary,APTV,Aptiv,0001521332,F1,10-Q,2019-10-30,0001521332-19-000045,https://www.sec.gov/Archives/edgar/data/1521332/0001521332-19-000045.txt,SP004,Strong,IMPLEMENTATION,Vehicle-manufacturer customers,Company-originated commercial model,Commodity-cost escalation clauses and customer/supplier mitigation are explicit at F1 and repeated through F5; no semantic acceleration.,High,Pre-existing,Persistent,High,High
16,consumer_discretionary,APTV,Aptiv,0001521332,F2,10-K,2020-02-03,0001521332-20-000012,https://www.sec.gov/Archives/edgar/data/1521332/0001521332-20-000012.txt,SP004,Strong,IMPLEMENTATION,Vehicle-manufacturer customers,Company-originated commercial model,Commodity-cost escalation clauses and customer/supplier mitigation are explicit at F1 and repeated through F5; no semantic acceleration.,High,Pre-existing,Persistent,High,High
16,consumer_discretionary,APTV,Aptiv,0001521332,F3,10-Q,2020-05-05,0001521332-20-000031,https://www.sec.gov/Archives/edgar/data/1521332/0001521332-20-000031.txt,SP004,Strong,IMPLEMENTATION,Vehicle-manufacturer customers,Company-originated commercial model,Commodity-cost escalation clauses and customer/supplier mitigation are explicit at F1 and repeated through F5; no semantic acceleration.,High,Pre-existing,Persistent,High,High
16,consumer_discretionary,APTV,Aptiv,0001521332,F4,10-Q,2020-07-30,0001521332-20-000050,https://www.sec.gov/Archives/edgar/data/1521332/0001521332-20-000050.txt,SP004,Strong,IMPLEMENTATION,Vehicle-manufacturer customers,Company-originated commercial model,Commodity-cost escalation clauses and customer/supplier mitigation are explicit at F1 and repeated through F5; no semantic acceleration.,High,Pre-existing,Persistent,High,High
16,consumer_discretionary,APTV,Aptiv,0001521332,F5,10-Q,2020-10-29,0001521332-20-000060,https://www.sec.gov/Archives/edgar/data/1521332/0001521332-20-000060.txt,SP004,Strong,IMPLEMENTATION,Vehicle-manufacturer customers,Company-originated commercial model,Commodity-cost escalation clauses and customer/supplier mitigation are explicit at F1 and repeated through F5; no semantic acceleration.,High,Pre-existing,Persistent,High,High
17,consumer_discretionary,CMG,Chipotle Mexican Grill,0001058090,F1,10-Q,2019-10-23,0001058090-19-000038,https://www.sec.gov/Archives/edgar/data/1058090/0001058090-19-000038.txt,SP002,Strong,IMPLEMENTATION,Restaurant customers,Company-originated commercial model,Menu-price actions and their margin/average-check effects are already explicit at F1; later inflation-offset language makes the cost link clearer but does not create a new mechanism.,High,Pre-existing,Persistent,High,High
17,consumer_discretionary,CMG,Chipotle Mexican Grill,0001058090,F2,10-K,2020-02-05,0001058090-20-000010,https://www.sec.gov/Archives/edgar/data/1058090/0001058090-20-000010.txt,SP004,Strong,IMPLEMENTATION,Restaurant customers,Company-originated commercial model,Menu-price actions and their margin/average-check effects are already explicit at F1; later inflation-offset language makes the cost link clearer but does not create a new mechanism.,High,Pre-existing,Persistent,High,High
17,consumer_discretionary,CMG,Chipotle Mexican Grill,0001058090,F3,10-Q,2020-04-29,0001058090-20-000020,https://www.sec.gov/Archives/edgar/data/1058090/0001058090-20-000020.txt,SP004,Moderate,IMPLEMENTATION,Restaurant customers,Company-originated commercial model,Menu-price actions and their margin/average-check effects are already explicit at F1; later inflation-offset language makes the cost link clearer but does not create a new mechanism.,Moderate,Pre-existing,Persistent,Moderate,High
17,consumer_discretionary,CMG,Chipotle Mexican Grill,0001058090,F4,10-Q,2020-07-29,0001058090-20-000031,https://www.sec.gov/Archives/edgar/data/1058090/0001058090-20-000031.txt,SP004,Strong,IMPLEMENTATION,Restaurant customers,Company-originated commercial model,Menu-price actions and their margin/average-check effects are already explicit at F1; later inflation-offset language makes the cost link clearer but does not create a new mechanism.,High,Pre-existing,Persistent,High,High
17,consumer_discretionary,CMG,Chipotle Mexican Grill,0001058090,F5,10-Q,2020-10-28,0001058090-20-000041,https://www.sec.gov/Archives/edgar/data/1058090/0001058090-20-000041.txt,SP004,Strong,IMPLEMENTATION,Restaurant customers,Company-originated commercial model,Menu-price actions and their margin/average-check effects are already explicit at F1; later inflation-offset language makes the cost link clearer but does not create a new mechanism.,High,Pre-existing,Persistent,High,High
18,consumer_discretionary,SBUX,Starbucks,0000829224,F1,10-K,2019-11-15,0000829224-19-000051,https://www.sec.gov/Archives/edgar/data/829224/0000829224-19-000051.txt,SP004,Weak,IMPLEMENTATION,Store customers,Company-originated commercial model,"Filings repeatedly frame possible price increases as a response to product/input costs, but the language remains hypothetical/risk-oriented rather than a concrete customer-transfer action.",Low,Pre-existing,Persistent,Low,High
18,consumer_discretionary,SBUX,Starbucks,0000829224,F2,10-Q,2020-01-28,0000829224-20-000012,https://www.sec.gov/Archives/edgar/data/829224/0000829224-20-000012.txt,SP004,Weak,IMPLEMENTATION,Store customers,Company-originated commercial model,"Filings repeatedly frame possible price increases as a response to product/input costs, but the language remains hypothetical/risk-oriented rather than a concrete customer-transfer action.",Low,Pre-existing,Persistent,Low,High
18,consumer_discretionary,SBUX,Starbucks,0000829224,F3,10-Q,2020-04-28,0000829224-20-000045,https://www.sec.gov/Archives/edgar/data/829224/0000829224-20-000045.txt,SP004,Weak,IMPLEMENTATION,Store customers,Company-originated commercial model,"Filings repeatedly frame possible price increases as a response to product/input costs, but the language remains hypothetical/risk-oriented rather than a concrete customer-transfer action.",Low,Pre-existing,Persistent,Low,High
18,consumer_discretionary,SBUX,Starbucks,0000829224,F4,10-Q,2020-07-28,0000829224-20-000066,https://www.sec.gov/Archives/edgar/data/829224/0000829224-20-000066.txt,SP004,Weak,IMPLEMENTATION,Store customers,Company-originated commercial model,"Filings repeatedly frame possible price increases as a response to product/input costs, but the language remains hypothetical/risk-oriented rather than a concrete customer-transfer action.",Low,Pre-existing,Persistent,Low,High
18,consumer_discretionary,SBUX,Starbucks,0000829224,F5,10-K,2020-11-12,0000829224-20-000078,https://www.sec.gov/Archives/edgar/data/829224/0000829224-20-000078.txt,SP004,Weak,IMPLEMENTATION,Store customers,Company-originated commercial model,"Filings repeatedly frame possible price increases as a response to product/input costs, but the language remains hypothetical/risk-oriented rather than a concrete customer-transfer action.",Low,Pre-existing,Persistent,Low,High
19,consumer_discretionary,WHR,Whirlpool Corporation,0000106640,F1,10-Q,2019-10-23,0000106640-19-000135,https://www.sec.gov/Archives/edgar/data/106640/0000106640-19-000135.txt,SP004,Weak,IMPLEMENTATION,Appliance customers,Company-originated commercial model,"Tariffs and freight/raw-material pressure are explicit, but the frozen filings do not establish a concrete company customer-transfer mechanism.",Low,Pre-existing,Persistent,Low,Moderate-High
19,consumer_discretionary,WHR,Whirlpool Corporation,0000106640,F2,10-K,2020-02-11,0000106640-20-000017,https://www.sec.gov/Archives/edgar/data/106640/0000106640-20-000017.txt,SP004,Weak,IMPLEMENTATION,Appliance customers,Company-originated commercial model,"Tariffs and freight/raw-material pressure are explicit, but the frozen filings do not establish a concrete company customer-transfer mechanism.",Low,Pre-existing,Persistent,Low,Moderate-High
19,consumer_discretionary,WHR,Whirlpool Corporation,0000106640,F3,10-Q,2020-05-01,0000106640-20-000132,https://www.sec.gov/Archives/edgar/data/106640/0000106640-20-000132.txt,SP004,Weak,IMPLEMENTATION,Appliance customers,Company-originated commercial model,"Tariffs and freight/raw-material pressure are explicit, but the frozen filings do not establish a concrete company customer-transfer mechanism.",Low,Pre-existing,Persistent,Low,Moderate-High
19,consumer_discretionary,WHR,Whirlpool Corporation,0000106640,F4,10-Q,2020-07-23,0000106640-20-000147,https://www.sec.gov/Archives/edgar/data/106640/0000106640-20-000147.txt,SP004,Weak,IMPLEMENTATION,Appliance customers,Company-originated commercial model,"Tariffs and freight/raw-material pressure are explicit, but the frozen filings do not establish a concrete company customer-transfer mechanism.",Low,Pre-existing,Persistent,Low,Moderate-High
19,consumer_discretionary,WHR,Whirlpool Corporation,0000106640,F5,10-Q,2020-10-22,0000106640-20-000161,https://www.sec.gov/Archives/edgar/data/106640/0000106640-20-000161.txt,SP004,Weak,IMPLEMENTATION,Appliance customers,Company-originated commercial model,"Tariffs and freight/raw-material pressure are explicit, but the frozen filings do not establish a concrete company customer-transfer mechanism.",Low,Pre-existing,Persistent,Low,Moderate-High
20,consumer_discretionary,F,Ford Motor Company,0000037996,F1,10-Q,2019-10-24,0000037996-19-000078,https://www.sec.gov/Archives/edgar/data/37996/0000037996-19-000078.txt,No Signal,N/A,N/A,N/A,N/A,Commodity/tariff and restructuring language does not establish a qualifying customer-economic mechanism.,N/A,None,None,N/A,High
20,consumer_discretionary,F,Ford Motor Company,0000037996,F2,10-K,2020-02-05,0000037996-20-000010,https://www.sec.gov/Archives/edgar/data/37996/0000037996-20-000010.txt,No Signal,N/A,N/A,N/A,N/A,Commodity/tariff and restructuring language does not establish a qualifying customer-economic mechanism.,N/A,None,None,N/A,High
20,consumer_discretionary,F,Ford Motor Company,0000037996,F3,10-Q,2020-04-29,0000037996-20-000041,https://www.sec.gov/Archives/edgar/data/37996/0000037996-20-000041.txt,No Signal,N/A,N/A,N/A,N/A,Commodity/tariff and restructuring language does not establish a qualifying customer-economic mechanism.,N/A,None,None,N/A,High
20,consumer_discretionary,F,Ford Motor Company,0000037996,F4,10-Q,2020-07-31,0000037996-20-000057,https://www.sec.gov/Archives/edgar/data/37996/0000037996-20-000057.txt,No Signal,N/A,N/A,N/A,N/A,Commodity/tariff and restructuring language does not establish a qualifying customer-economic mechanism.,N/A,None,None,N/A,High
20,consumer_discretionary,F,Ford Motor Company,0000037996,F5,10-Q,2020-10-29,0000037996-20-000071,https://www.sec.gov/Archives/edgar/data/37996/0000037996-20-000071.txt,No Signal,N/A,N/A,N/A,N/A,Commodity/tariff and restructuring language does not establish a qualifying customer-economic mechanism.,N/A,None,None,N/A,High
21,consumer_discretionary,TJX,TJX Companies,0000109198,F1,10-Q,2019-08-30,0001628280-19-011321,https://www.sec.gov/Archives/edgar/data/109198/0001628280-19-011321.txt,No Signal,N/A,N/A,N/A,N/A,"Tariff effects and potential pass-throughs are discussed, but customer transfer remains uncertain/hypothetical rather than an implemented mechanism.",N/A,None,None,N/A,High
21,consumer_discretionary,TJX,TJX Companies,0000109198,F2,10-Q,2019-12-03,0001628280-19-014690,https://www.sec.gov/Archives/edgar/data/109198/0001628280-19-014690.txt,SP004,Weak,IMPLEMENTATION,Retail customers,Company-originated commercial model,"Tariff effects and potential pass-throughs are discussed, but customer transfer remains uncertain/hypothetical rather than an implemented mechanism.",Low,Pre-existing,Persistent,Low,High
21,consumer_discretionary,TJX,TJX Companies,0000109198,F3,10-K,2020-03-27,0000109198-20-000004,https://www.sec.gov/Archives/edgar/data/109198/0000109198-20-000004.txt,SP004,Weak,IMPLEMENTATION,Retail customers,Company-originated commercial model,"Tariff effects and potential pass-throughs are discussed, but customer transfer remains uncertain/hypothetical rather than an implemented mechanism.",Low,Pre-existing,Persistent,Low,High
21,consumer_discretionary,TJX,TJX Companies,0000109198,F4,10-Q,2020-05-21,0000109198-20-000007,https://www.sec.gov/Archives/edgar/data/109198/0000109198-20-000007.txt,SP004,Weak,IMPLEMENTATION,Retail customers,Company-originated commercial model,"Tariff effects and potential pass-throughs are discussed, but customer transfer remains uncertain/hypothetical rather than an implemented mechanism.",Low,Pre-existing,Persistent,Low,High
21,consumer_discretionary,TJX,TJX Companies,0000109198,F5,10-Q,2020-08-28,0000109198-20-000019,https://www.sec.gov/Archives/edgar/data/109198/0000109198-20-000019.txt,SP004,Weak,IMPLEMENTATION,Retail customers,Company-originated commercial model,"Tariff effects and potential pass-throughs are discussed, but customer transfer remains uncertain/hypothetical rather than an implemented mechanism.",Low,Pre-existing,Persistent,Low,High
22,consumer_discretionary,DPZ,Domino's,0001286681,F1,10-Q,2019-10-08,0001193125-19-264105,https://www.sec.gov/Archives/edgar/data/1286681/0001193125-19-264105.txt,No Signal,N/A,N/A,N/A,N/A,The 10-K says increased operating costs may not be passable to customers/franchisees; later filings do not convert that risk into a concrete transfer action.,N/A,None,None,N/A,High
22,consumer_discretionary,DPZ,Domino's,0001286681,F2,10-K,2020-02-20,0001193125-20-042675,https://www.sec.gov/Archives/edgar/data/1286681/0001193125-20-042675.txt,SP004,Weak,IMPLEMENTATION,Customers/franchisees,Company-originated commercial model,The 10-K says increased operating costs may not be passable to customers/franchisees; later filings do not convert that risk into a concrete transfer action.,Low,Pre-existing,Persistent,Low,High
22,consumer_discretionary,DPZ,Domino's,0001286681,F3,10-Q,2020-04-23,0001193125-20-115907,https://www.sec.gov/Archives/edgar/data/1286681/0001193125-20-115907.txt,SP004,Weak,IMPLEMENTATION,Customers/franchisees,Company-originated commercial model,The 10-K says increased operating costs may not be passable to customers/franchisees; later filings do not convert that risk into a concrete transfer action.,Low,Pre-existing,Persistent,Low,High
22,consumer_discretionary,DPZ,Domino's,0001286681,F4,10-Q,2020-07-16,0001193125-20-193699,https://www.sec.gov/Archives/edgar/data/1286681/0001193125-20-193699.txt,SP004,Weak,IMPLEMENTATION,Customers/franchisees,Company-originated commercial model,The 10-K says increased operating costs may not be passable to customers/franchisees; later filings do not convert that risk into a concrete transfer action.,Low,Pre-existing,Persistent,Low,High
22,consumer_discretionary,DPZ,Domino's,0001286681,F5,10-Q,2020-10-08,0001193125-20-265920,https://www.sec.gov/Archives/edgar/data/1286681/0001193125-20-265920.txt,SP004,Weak,IMPLEMENTATION,Customers/franchisees,Company-originated commercial model,The 10-K says increased operating costs may not be passable to customers/franchisees; later filings do not convert that risk into a concrete transfer action.,Low,Pre-existing,Persistent,Low,High
23,consumer_discretionary,HLT,Hilton Worldwide,0001585689,F1,10-Q,2019-10-23,0001585689-19-000154,https://www.sec.gov/Archives/edgar/data/1585689/0001585689-19-000154.txt,No Signal,N/A,N/A,N/A,N/A,Labor/inflation risks and possible revenue offsets are generic; no qualifying customer-economic action is specified.,N/A,None,None,N/A,High
23,consumer_discretionary,HLT,Hilton Worldwide,0001585689,F2,10-K,2020-02-11,0001585689-20-000013,https://www.sec.gov/Archives/edgar/data/1585689/0001585689-20-000013.txt,No Signal,N/A,N/A,N/A,N/A,Labor/inflation risks and possible revenue offsets are generic; no qualifying customer-economic action is specified.,N/A,None,None,N/A,High
23,consumer_discretionary,HLT,Hilton Worldwide,0001585689,F3,10-Q,2020-05-07,0001585689-20-000110,https://www.sec.gov/Archives/edgar/data/1585689/0001585689-20-000110.txt,No Signal,N/A,N/A,N/A,N/A,Labor/inflation risks and possible revenue offsets are generic; no qualifying customer-economic action is specified.,N/A,None,None,N/A,High
23,consumer_discretionary,HLT,Hilton Worldwide,0001585689,F4,10-Q,2020-08-06,0001585689-20-000149,https://www.sec.gov/Archives/edgar/data/1585689/0001585689-20-000149.txt,No Signal,N/A,N/A,N/A,N/A,Labor/inflation risks and possible revenue offsets are generic; no qualifying customer-economic action is specified.,N/A,None,None,N/A,High
23,consumer_discretionary,HLT,Hilton Worldwide,0001585689,F5,10-Q,2020-11-04,0001585689-20-000176,https://www.sec.gov/Archives/edgar/data/1585689/0001585689-20-000176.txt,No Signal,N/A,N/A,N/A,N/A,Labor/inflation risks and possible revenue offsets are generic; no qualifying customer-economic action is specified.,N/A,None,None,N/A,High
24,consumer_discretionary,LB,L Brands,0000701985,F1,10-Q,2019-09-06,0000701985-19-000039,https://www.sec.gov/Archives/edgar/data/701985/0000701985-19-000039.txt,No Signal,N/A,N/A,N/A,N/A,Trajectory moves from no qualifying mechanism to a concrete Victoria's Secret profit plan emphasizing full-price selling and then lower promotional activity/more profitable selling at F5.,N/A,None,None,N/A,High
